"","R","P","microbe1","microbe2"
"cor14967",-0.0603054129084915,0.747254426865509,"Lachnospiraceae_NK4B4_group","Moryella"
"cor14968",0.367562416937372,0.0419278897317272,"Lachnospiraceae_NK4B4_group","Roseburia"
"cor14969",-0.00119419176408487,0.99491293639203,"Lachnospiraceae_NK4B4_group","Sellimonas"
"cor14970",0.131891276303491,0.479404039453712,"Lachnospiraceae_NK4B4_group","Shuttleworthia"
"cor14971",-0.120097165769182,0.519880372115278,"Lachnospiraceae_NK4B4_group","Tuzzerella"
"cor14972",0.067305305835662,0.719035007013576,"Lachnospiraceae_NK4B4_group","Tyzzerella"
"cor14973",-0.0749381413075267,0.688673392272042,"Lachnospiraceae_NK4B4_group","UC5-1-2E3"
"cor14974",-0.0866120435823069,0.643156047463025,"Lachnospiraceae_NK4B4_group","Monoglobus"
"cor14975",-0.152974623279295,0.411317320487054,"Lachnospiraceae_NK4B4_group","Butyricicoccus"
"cor14976",0.218681929647292,0.237242958321145,"Lachnospiraceae_NK4B4_group","UCG-008"
"cor14977",0.305061021575796,0.0951657584960428,"Lachnospiraceae_NK4B4_group","UCG-009"
"cor14978",-0.0772876648757863,0.679419821105709,"Lachnospiraceae_NK4B4_group","Acetanaerobacterium"
"cor14979",0.536463608802419,0.0018640584276971,"Lachnospiraceae_NK4B4_group","Ethanoligenens"
"cor14980",0.0788778301816989,0.673182736669276,"Lachnospiraceae_NK4B4_group","Colidextribacter"
"cor14981",-0.20130548954057,0.27751139298955,"Lachnospiraceae_NK4B4_group","Flavonifractor"
"cor14982",0.114906874134606,0.538206320809273,"Lachnospiraceae_NK4B4_group","Intestinimonas"
"cor14983",0.479862893885165,0.00629859800489752,"Lachnospiraceae_NK4B4_group","NK4A214_group"
"cor14984",-0.0828134532556534,0.6578380959382,"Lachnospiraceae_NK4B4_group","Oscillibacter"
"cor14985",-0.143180664310364,0.442244856345246,"Lachnospiraceae_NK4B4_group","Oscillospira"
"cor14986",-0.0453141671717009,0.808737739856895,"Lachnospiraceae_NK4B4_group","Pseudoflavonifractor"
"cor14987",0.287327335309361,0.117047943138529,"Lachnospiraceae_NK4B4_group","UCG-002"
"cor14988",-0.0503130677992356,0.788091550240923,"Lachnospiraceae_NK4B4_group","UCG-003"
"cor14989",0.302597595926329,0.098004218582165,"Lachnospiraceae_NK4B4_group","UCG-005"
"cor14990",0.656124940134444,6.13338095296291e-05,"Lachnospiraceae_NK4B4_group","UCG-007"
"cor14991",0.103740294517405,0.578643301830751,"Lachnospiraceae_NK4B4_group","Hydrogenoanaerobacterium"
"cor14992",0.0185160102613087,0.92124581985102,"Lachnospiraceae_NK4B4_group","Anaerofilum"
"cor14993",0.0107279985971379,0.954323827222287,"Lachnospiraceae_NK4B4_group","Anaerotruncus"
"cor14994",0.0094929514654173,0.959577697159827,"Lachnospiraceae_NK4B4_group","Angelakisella"
"cor14995",0.0723534086480614,0.698904510676564,"Lachnospiraceae_NK4B4_group","CAG-352"
"cor14996",-0.142536428905415,0.444322387744776,"Lachnospiraceae_NK4B4_group","Candidatus_Soleaferrea"
"cor14997",-0.00296471175218192,0.987371226301531,"Lachnospiraceae_NK4B4_group","Caproiciproducens"
"cor14998",-0.135951896562917,0.465855982753287,"Lachnospiraceae_NK4B4_group","DTU089"
"cor14999",-0.166332066591395,0.371165228216292,"Lachnospiraceae_NK4B4_group","Faecalibacterium"
"cor15000",0.427511030767576,0.0164444327537651,"Lachnospiraceae_NK4B4_group","Fournierella"
"cor15001",0.0691009066487939,0.71185263228693,"Lachnospiraceae_NK4B4_group","Harryflintia"
"cor15002",-0.265024426677981,0.149622269976041,"Lachnospiraceae_NK4B4_group","Incertae_Sedis"
"cor15003",-0.15737446541306,0.397829978102886,"Lachnospiraceae_NK4B4_group","Negativibacillus"
"cor15004",0.411033934789416,0.0216144102355103,"Lachnospiraceae_NK4B4_group","Paludicola"
"cor15005",-0.107028322708362,0.566597104759089,"Lachnospiraceae_NK4B4_group","Phocea"
"cor15006",0.00782968918445432,0.966655776477176,"Lachnospiraceae_NK4B4_group","Pygmaiobacter"
"cor15007",0.291216065605538,0.111956242760353,"Lachnospiraceae_NK4B4_group","Ruminococcus"
"cor15008",-0.0944030876558352,0.613456983503741,"Lachnospiraceae_NK4B4_group","Subdoligranulum"
"cor15009",-0.103651887637138,0.578968761123829,"Lachnospiraceae_NK4B4_group","UBA1819"
"cor15010",0.465464957668832,0.00832200499524055,"Lachnospiraceae_NK4B4_group","Peptococcus"
"cor15011",0.14222482189649,0.445329148198148,"Lachnospiraceae_NK4B4_group","Family_XIII_AD3011_group"
"cor15012",0.168580166903735,0.364642116716439,"Lachnospiraceae_NK4B4_group","Family_XIII_UCG-001"
"cor15013",0.0142838673102638,0.939208469999486,"Lachnospiraceae_NK4B4_group","Intestinibacter"
"cor15014",-0.130369845458946,0.484532127103742,"Lachnospiraceae_NK4B4_group","Paeniclostridium"
"cor15015",0.0770434606368956,0.680379516639006,"Lachnospiraceae_NK4B4_group","Romboutsia"
"cor15016",0.090955760118852,0.626527610755937,"Lachnospiraceae_NK4B4_group","Terrisporobacter"
"cor15017",-0.0849141143545539,0.649702875856024,"Lachnospiraceae_NK4B4_group","Fenollaria"
"cor15018",-0.089815111005299,0.630877247434328,"Lachnospiraceae_NK4B4_group","Acidaminococcus"
"cor15019",0.155071591842108,0.404857469279354,"Lachnospiraceae_NK4B4_group","Phascolarctobacterium"
"cor15020",0.440464984542838,0.0131423080055526,"Lachnospiraceae_NK4B4_group","Succiniclasticum"
"cor15021",NA,NA,"Lachnospiraceae_NK4B4_group","Megamonas"
"cor15022",-0.11357964069379,0.542941300474242,"Lachnospiraceae_NK4B4_group","Mitsuokella"
"cor15023",-0.0796070532803322,0.670329589042599,"Lachnospiraceae_NK4B4_group","Allisonella"
"cor15024",-0.111937201141324,0.548827864123472,"Lachnospiraceae_NK4B4_group","Dialister"
"cor15025",-0.110680645629221,0.553351450738756,"Lachnospiraceae_NK4B4_group","Megasphaera"
"cor15026",-0.100651670941569,0.590061625983099,"Lachnospiraceae_NK4B4_group","Veillonella"
"cor15027",-0.102445057921096,0.5834196788388,"Lachnospiraceae_NK4B4_group","Fusobacterium"
"cor15028",0.56437305424473,0.000942584197473499,"Lachnospiraceae_NK4B4_group","Sneathia"
"cor15029",-0.0835504076392774,0.654979663219448,"Lachnospiraceae_NK4B4_group","Brevundimonas"
"cor15030",-0.081475081660907,0.663041365174552,"Lachnospiraceae_NK4B4_group","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"cor15031",-0.0835003951936481,0.655173496176854,"Lachnospiraceae_NK4B4_group","Mesorhizobium"
"cor15032",-0.0816376817350579,0.662408386483136,"Lachnospiraceae_NK4B4_group","Phyllobacterium"
"cor15033",-0.0824162011189808,0.659380893132105,"Lachnospiraceae_NK4B4_group","Paracoccus"
"cor15034",-0.0907886346436687,0.627164146062898,"Lachnospiraceae_NK4B4_group","Sphingomonas"
"cor15035",-0.0814750816609068,0.663041365174552,"Lachnospiraceae_NK4B4_group","Succinivibrio"
"cor15036",-0.0757532551349171,0.685457991824461,"Lachnospiraceae_NK4B4_group","Achromobacter"
"cor15037",-0.13376419262457,0.473129986111849,"Lachnospiraceae_NK4B4_group","Parasutterella"
"cor15038",0.127411686844997,0.494582822062369,"Lachnospiraceae_NK4B4_group","Sutterella"
"cor15039",0.391404632734296,0.0294504994263892,"Lachnospiraceae_NK4B4_group","Citrobacter"
"cor15040",0.482500049792032,0.00597761564048151,"Lachnospiraceae_NK4B4_group","Enterobacter"
"cor15041",-0.0868533469396552,0.642227748402963,"Lachnospiraceae_NK4B4_group","Escherichia/Shigella"
"cor15042",-0.130971653519942,0.482500332259062,"Lachnospiraceae_NK4B4_group","Klebsiella"
"cor15043",-0.0903647010206096,0.628779972273675,"Lachnospiraceae_NK4B4_group","Raoultella"
"cor15044",-0.00462105230487492,0.980316830332837,"Lachnospiraceae_NK4B4_group","Salmonella"
"cor15045",NA,NA,"Lachnospiraceae_NK4B4_group","Proteus"
"cor15046",-0.083175888565089,0.656431718956854,"Lachnospiraceae_NK4B4_group","Haemophilus"
"cor15047",-0.0824481248077691,0.659256861145214,"Lachnospiraceae_NK4B4_group","Pseudomonas"
"cor15048",-0.0646998749422902,0.729498472687607,"Lachnospiraceae_NK4B4_group","Stenotrophomonas"
"cor15049",0.0750140390059745,0.688373770554191,"Lachnospiraceae_NK4B4_group","Cloacibacillus"
"cor15136",1,0,"Lachnospiraceae_UCG-001","Lachnospiraceae_UCG-001"
"cor15137",-0.0719142433267987,0.700648072858408,"Lachnospiraceae_UCG-001","Lachnospiraceae_UCG-004"
"cor15138",-0.185278949027803,0.318341734909977,"Lachnospiraceae_UCG-001","Lachnospiraceae_UCG-010"
"cor15139",-0.0624152202690949,0.738713196658231,"Lachnospiraceae_UCG-001","Lachnospiraceae_XPB1014_group"
"cor15140",0.015445209471003,0.934276052536567,"Lachnospiraceae_UCG-001","Lactonifactor"
"cor15141",-0.015812496761599,0.932716609746113,"Lachnospiraceae_UCG-001","Marvinbryantia"
"cor15142",0.0668399979133786,0.720900101000485,"Lachnospiraceae_UCG-001","Moryella"
"cor15143",0.0803938080765452,0.6672563878801,"Lachnospiraceae_UCG-001","Roseburia"
"cor15144",0.0133787297941068,0.943054284460105,"Lachnospiraceae_UCG-001","Sellimonas"
"cor15145",0.124173320109105,0.505705328427077,"Lachnospiraceae_UCG-001","Shuttleworthia"
"cor15146",0.0208441273377578,0.911380143229661,"Lachnospiraceae_UCG-001","Tuzzerella"
"cor15147",0.367971911868501,0.0416826170528907,"Lachnospiraceae_UCG-001","Tyzzerella"
"cor15148",0.049016526470874,0.793433527588488,"Lachnospiraceae_UCG-001","UC5-1-2E3"
"cor15149",0.076918430799637,0.680871059967106,"Lachnospiraceae_UCG-001","Monoglobus"
"cor15150",-0.0581177978491479,0.75614178852541,"Lachnospiraceae_UCG-001","Butyricicoccus"
"cor15151",-0.082509455295604,0.65901860085877,"Lachnospiraceae_UCG-001","UCG-008"
"cor15152",0.0125706327249386,0.946488851731215,"Lachnospiraceae_UCG-001","UCG-009"
"cor15153",0.152771424574116,0.411946350927098,"Lachnospiraceae_UCG-001","Acetanaerobacterium"
"cor15154",0.00322680257592874,0.986254899179712,"Lachnospiraceae_UCG-001","Ethanoligenens"
"cor15155",-0.0278794805115357,0.881651351712049,"Lachnospiraceae_UCG-001","Colidextribacter"
"cor15156",-0.127732866622406,0.493486492856322,"Lachnospiraceae_UCG-001","Flavonifractor"
"cor15157",-0.0475472119725661,0.799498464484415,"Lachnospiraceae_UCG-001","Intestinimonas"
"cor15158",-0.0264238817559485,0.887790564433563,"Lachnospiraceae_UCG-001","NK4A214_group"
"cor15159",0.010593441459082,0.954896143693896,"Lachnospiraceae_UCG-001","Oscillibacter"
"cor15160",-0.104521879094603,0.575769541441669,"Lachnospiraceae_UCG-001","Oscillospira"
"cor15161",0.0880795534187519,0.637518707669124,"Lachnospiraceae_UCG-001","Pseudoflavonifractor"
"cor15162",-0.0230896634282518,0.901876641492402,"Lachnospiraceae_UCG-001","UCG-002"
"cor15163",-0.0284573423793296,0.879215976503507,"Lachnospiraceae_UCG-001","UCG-003"
"cor15164",-0.0550048435327587,0.768841020698454,"Lachnospiraceae_UCG-001","UCG-005"
"cor15165",0.125335331477453,0.501699991410851,"Lachnospiraceae_UCG-001","UCG-007"
"cor15166",-0.0490155613051929,0.793437507693966,"Lachnospiraceae_UCG-001","Hydrogenoanaerobacterium"
"cor15167",-0.07673694272279,0.681584792114986,"Lachnospiraceae_UCG-001","Anaerofilum"
"cor15168",-0.137175091875721,0.461814722920963,"Lachnospiraceae_UCG-001","Anaerotruncus"
"cor15169",-0.0676654624086987,0.717592477960218,"Lachnospiraceae_UCG-001","Angelakisella"
"cor15170",0.00660224767424465,0.971880828999321,"Lachnospiraceae_UCG-001","CAG-352"
"cor15171",-0.0378740433075993,0.839697528766419,"Lachnospiraceae_UCG-001","Candidatus_Soleaferrea"
"cor15172",0.0416601222382278,0.823910527660678,"Lachnospiraceae_UCG-001","Caproiciproducens"
"cor15173",-0.0447708657668644,0.810989538333005,"Lachnospiraceae_UCG-001","DTU089"
"cor15174",0.57245983409978,0.000764841385288866,"Lachnospiraceae_UCG-001","Faecalibacterium"
"cor15175",-0.08715328978131,0.641074599792687,"Lachnospiraceae_UCG-001","Fournierella"
"cor15176",-0.0349064248079774,0.85211492678448,"Lachnospiraceae_UCG-001","Harryflintia"
"cor15177",-0.0445485422383435,0.811911421677893,"Lachnospiraceae_UCG-001","Incertae_Sedis"
"cor15178",0.602888501291393,0.000331264109547366,"Lachnospiraceae_UCG-001","Negativibacillus"
"cor15179",-0.0414316154775774,0.824861496586362,"Lachnospiraceae_UCG-001","Paludicola"
"cor15180",-0.0685825284895093,0.713923682861642,"Lachnospiraceae_UCG-001","Phocea"
"cor15181",-0.128575708044356,0.490615372729395,"Lachnospiraceae_UCG-001","Pygmaiobacter"
"cor15182",0.235246524152895,0.202684658670006,"Lachnospiraceae_UCG-001","Ruminococcus"
"cor15183",0.0723498400094742,0.698918672741558,"Lachnospiraceae_UCG-001","Subdoligranulum"
"cor15184",-0.0756386474335577,0.685909763435701,"Lachnospiraceae_UCG-001","UBA1819"
"cor15185",0.0363970391966777,0.845873221070368,"Lachnospiraceae_UCG-001","Peptococcus"
"cor15186",-0.136478619964275,0.46411348837175,"Lachnospiraceae_UCG-001","Family_XIII_AD3011_group"
"cor15187",0.102496136950927,0.58323098814587,"Lachnospiraceae_UCG-001","Family_XIII_UCG-001"
"cor15188",0.183188038272739,0.323929967175836,"Lachnospiraceae_UCG-001","Intestinibacter"
"cor15189",0.812644415640946,2.81417517070341e-08,"Lachnospiraceae_UCG-001","Paeniclostridium"
"cor15190",0.322739771352239,0.0765894050840816,"Lachnospiraceae_UCG-001","Romboutsia"
"cor15191",-0.0286238980594655,0.87851423431684,"Lachnospiraceae_UCG-001","Terrisporobacter"
"cor15192",-0.0677336610131169,0.717319430442807,"Lachnospiraceae_UCG-001","Fenollaria"
"cor15193",-0.0590562914784223,0.75232526557436,"Lachnospiraceae_UCG-001","Acidaminococcus"
"cor15194",-0.0475714991203899,0.79939811943307,"Lachnospiraceae_UCG-001","Phascolarctobacterium"
"cor15195",-0.074749801097219,0.689417103655266,"Lachnospiraceae_UCG-001","Succiniclasticum"
"cor15196",NA,NA,"Lachnospiraceae_UCG-001","Megamonas"
"cor15197",0.079473562578056,0.670851547576934,"Lachnospiraceae_UCG-001","Mitsuokella"
"cor15198",0.130525872240133,0.484004935790827,"Lachnospiraceae_UCG-001","Allisonella"
"cor15199",0.26974358345596,0.142237049386195,"Lachnospiraceae_UCG-001","Dialister"
"cor15200",0.533263204904578,0.00200825074381969,"Lachnospiraceae_UCG-001","Megasphaera"
"cor15201",0.012851581659593,0.945294655038935,"Lachnospiraceae_UCG-001","Veillonella"
"cor15202",-0.0901812092219271,0.62947987580935,"Lachnospiraceae_UCG-001","Fusobacterium"
"cor15203",0.0465842397853229,0.803479602477223,"Lachnospiraceae_UCG-001","Sneathia"
"cor15204",-0.0632544431102559,0.735324140575295,"Lachnospiraceae_UCG-001","Brevundimonas"
"cor15205",-0.0655203880678536,0.726198022338504,"Lachnospiraceae_UCG-001","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"cor15206",-0.066425373730014,0.722563365684075,"Lachnospiraceae_UCG-001","Mesorhizobium"
"cor15207",-0.0633039212633349,0.73512448318769,"Lachnospiraceae_UCG-001","Phyllobacterium"
"cor15208",-0.0662772147055715,0.723158007275836,"Lachnospiraceae_UCG-001","Paracoccus"
"cor15209",-0.060617935202201,0.745987344645763,"Lachnospiraceae_UCG-001","Sphingomonas"
"cor15210",0.131172277165447,0.481823972703297,"Lachnospiraceae_UCG-001","Succinivibrio"
"cor15211",-0.0658123318726192,0.725024857929774,"Lachnospiraceae_UCG-001","Achromobacter"
"cor15212",0.885806401272101,3.51887446601231e-11,"Lachnospiraceae_UCG-001","Parasutterella"
"cor15213",-0.144943717656468,0.436586367015191,"Lachnospiraceae_UCG-001","Sutterella"
"cor15214",-0.0576337869075992,0.758112301629277,"Lachnospiraceae_UCG-001","Citrobacter"
"cor15215",-0.0185328194372726,0.921174546027339,"Lachnospiraceae_UCG-001","Enterobacter"
"cor15216",-0.131100689324634,0.482065259671605,"Lachnospiraceae_UCG-001","Escherichia/Shigella"
"cor15217",-0.0698644418461243,0.708805785427526,"Lachnospiraceae_UCG-001","Klebsiella"
"cor15218",-0.0713591523538197,0.702854018135066,"Lachnospiraceae_UCG-001","Raoultella"
"cor15219",-0.0605561760539779,0.7462376878588,"Lachnospiraceae_UCG-001","Salmonella"
"cor15220",NA,NA,"Lachnospiraceae_UCG-001","Proteus"
"cor15221",0.95170459081214,2.06389695135478e-16,"Lachnospiraceae_UCG-001","Haemophilus"
"cor15222",-0.0642128426015425,0.731459774326825,"Lachnospiraceae_UCG-001","Pseudomonas"
"cor15223",-0.0685432905579757,0.714080529748363,"Lachnospiraceae_UCG-001","Stenotrophomonas"
"cor15224",-0.102806942571125,0.582083424584681,"Lachnospiraceae_UCG-001","Cloacibacillus"
"cor15312",1,0,"Lachnospiraceae_UCG-004","Lachnospiraceae_UCG-004"
"cor15313",0.00460876559896022,0.980369155000594,"Lachnospiraceae_UCG-004","Lachnospiraceae_UCG-010"
"cor15314",0.14716468574205,0.429514797077599,"Lachnospiraceae_UCG-004","Lachnospiraceae_XPB1014_group"
"cor15315",-0.064384874336152,0.730766803997459,"Lachnospiraceae_UCG-004","Lactonifactor"
"cor15316",-0.0998462518200428,0.593055251371699,"Lachnospiraceae_UCG-004","Marvinbryantia"
"cor15317",0.255318305939515,0.165675108547469,"Lachnospiraceae_UCG-004","Moryella"
"cor15318",0.391996831704733,0.0291842327830825,"Lachnospiraceae_UCG-004","Roseburia"
"cor15319",-0.00153967296964391,0.993441270256428,"Lachnospiraceae_UCG-004","Sellimonas"
"cor15320",-0.204414096344294,0.270002372281775,"Lachnospiraceae_UCG-004","Shuttleworthia"
"cor15321",0.0680352980166403,0.716112173670333,"Lachnospiraceae_UCG-004","Tuzzerella"
"cor15322",-0.110523423020053,0.553918666023947,"Lachnospiraceae_UCG-004","Tyzzerella"
"cor15323",-0.101698903901995,0.586179107719792,"Lachnospiraceae_UCG-004","UC5-1-2E3"
"cor15324",0.415486886797418,0.0201004837842202,"Lachnospiraceae_UCG-004","Monoglobus"
"cor15325",-0.108110377305718,0.562657908356948,"Lachnospiraceae_UCG-004","Butyricicoccus"
"cor15326",-0.0835043823537135,0.655158042355206,"Lachnospiraceae_UCG-004","UCG-008"
"cor15327",-0.0348818437431206,0.85221793063588,"Lachnospiraceae_UCG-004","UCG-009"
"cor15328",0.0237623431729824,0.899032274285488,"Lachnospiraceae_UCG-004","Acetanaerobacterium"
"cor15329",-0.066430707225719,0.722541962463767,"Lachnospiraceae_UCG-004","Ethanoligenens"
"cor15330",0.0493417760867776,0.792092569130711,"Lachnospiraceae_UCG-004","Colidextribacter"
"cor15331",0.428130635619962,0.0162721310992134,"Lachnospiraceae_UCG-004","Flavonifractor"
"cor15332",-0.0442886713157163,0.812989311544059,"Lachnospiraceae_UCG-004","Intestinimonas"
"cor15333",-0.150019090836147,0.420519668998805,"Lachnospiraceae_UCG-004","NK4A214_group"
"cor15334",-0.0860669604535338,0.645254935061123,"Lachnospiraceae_UCG-004","Oscillibacter"
"cor15335",0.0627039288105201,0.737546750947296,"Lachnospiraceae_UCG-004","Oscillospira"
"cor15336",0.0733769369879272,0.694846773738709,"Lachnospiraceae_UCG-004","Pseudoflavonifractor"
"cor15337",-0.100906216271094,0.58911689133907,"Lachnospiraceae_UCG-004","UCG-002"
"cor15338",-0.0489503483997586,0.793706441449114,"Lachnospiraceae_UCG-004","UCG-003"
"cor15339",-0.0496119593055879,0.790979084329568,"Lachnospiraceae_UCG-004","UCG-005"
"cor15340",-0.0522372678365724,0.780180948715666,"Lachnospiraceae_UCG-004","UCG-007"
"cor15341",-0.0648644106018717,0.72883625796734,"Lachnospiraceae_UCG-004","Hydrogenoanaerobacterium"
"cor15342",-0.0897380891075621,0.631171394148884,"Lachnospiraceae_UCG-004","Anaerofilum"
"cor15343",0.139402018492131,0.45450513939492,"Lachnospiraceae_UCG-004","Anaerotruncus"
"cor15344",0.908063923685665,1.75829201006757e-12,"Lachnospiraceae_UCG-004","Angelakisella"
"cor15345",0.415836095424074,0.0199855615239267,"Lachnospiraceae_UCG-004","CAG-352"
"cor15346",-0.206823883269221,0.264273087116847,"Lachnospiraceae_UCG-004","Candidatus_Soleaferrea"
"cor15347",-0.123535699780715,0.507909895255806,"Lachnospiraceae_UCG-004","Caproiciproducens"
"cor15348",-0.0587445467784509,0.753592390317165,"Lachnospiraceae_UCG-004","DTU089"
"cor15349",-0.0759206508318095,0.684798326851659,"Lachnospiraceae_UCG-004","Faecalibacterium"
"cor15350",-0.00971083682026749,0.958650689483573,"Lachnospiraceae_UCG-004","Fournierella"
"cor15351",-0.133197627581079,0.475023385492049,"Lachnospiraceae_UCG-004","Harryflintia"
"cor15352",0.314817756095983,0.0845327898319757,"Lachnospiraceae_UCG-004","Incertae_Sedis"
"cor15353",-0.116617520575007,0.532132598705356,"Lachnospiraceae_UCG-004","Negativibacillus"
"cor15354",-0.226977324999586,0.219474352742817,"Lachnospiraceae_UCG-004","Paludicola"
"cor15355",-0.0124144380813704,0.94715281941225,"Lachnospiraceae_UCG-004","Phocea"
"cor15356",0.581301507571057,0.000604841584731194,"Lachnospiraceae_UCG-004","Pygmaiobacter"
"cor15357",-0.178269277310507,0.337312888143827,"Lachnospiraceae_UCG-004","Ruminococcus"
"cor15358",0.193213725640453,0.297683256784051,"Lachnospiraceae_UCG-004","Subdoligranulum"
"cor15359",-0.0855629565425181,0.647198028826404,"Lachnospiraceae_UCG-004","UBA1819"
"cor15360",-0.0860877740673655,0.645174741218805,"Lachnospiraceae_UCG-004","Peptococcus"
"cor15361",-0.0969730326446157,0.603787855128181,"Lachnospiraceae_UCG-004","Family_XIII_AD3011_group"
"cor15362",-0.17953009626447,0.333850825517695,"Lachnospiraceae_UCG-004","Family_XIII_UCG-001"
"cor15363",0.00165637284612439,0.99294416162847,"Lachnospiraceae_UCG-004","Intestinibacter"
"cor15364",-0.0387428854080137,0.836069038830479,"Lachnospiraceae_UCG-004","Paeniclostridium"
"cor15365",-0.141172898887111,0.44873684961436,"Lachnospiraceae_UCG-004","Romboutsia"
"cor15366",-0.109963925873641,0.555939359503376,"Lachnospiraceae_UCG-004","Terrisporobacter"
"cor15367",-0.0662105201551595,0.723425739972348,"Lachnospiraceae_UCG-004","Fenollaria"
"cor15368",0.0442788572741433,0.813030024711345,"Lachnospiraceae_UCG-004","Acidaminococcus"
"cor15369",0.0291156788116348,0.876442764193421,"Lachnospiraceae_UCG-004","Phascolarctobacterium"
"cor15370",0.0141749120147077,0.939671337822817,"Lachnospiraceae_UCG-004","Succiniclasticum"
"cor15371",NA,NA,"Lachnospiraceae_UCG-004","Megamonas"
"cor15372",-0.0299381264981454,0.872980262066221,"Lachnospiraceae_UCG-004","Mitsuokella"
"cor15373",-0.0659214721640994,0.724586438864717,"Lachnospiraceae_UCG-004","Allisonella"
"cor15374",-8.90400042572441e-05,0.999620701574436,"Lachnospiraceae_UCG-004","Dialister"
"cor15375",-0.0870637460734899,0.641418770318536,"Lachnospiraceae_UCG-004","Megasphaera"
"cor15376",-0.0556987407026481,0.76600506070054,"Lachnospiraceae_UCG-004","Veillonella"
"cor15377",-0.0858795523165158,0.645977185412626,"Lachnospiraceae_UCG-004","Fusobacterium"
"cor15378",-0.064770333430041,0.729214871535539,"Lachnospiraceae_UCG-004","Sneathia"
"cor15379",-0.065030208355645,0.72816915744695,"Lachnospiraceae_UCG-004","Brevundimonas"
"cor15380",-0.064770333430041,0.729214871535539,"Lachnospiraceae_UCG-004","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"cor15381",-0.0660297912998574,0.72415140296712,"Lachnospiraceae_UCG-004","Mesorhizobium"
"cor15382",-0.0646587431149166,0.729664047850778,"Lachnospiraceae_UCG-004","Phyllobacterium"
"cor15383",-0.0655184961793666,0.726205626803681,"Lachnospiraceae_UCG-004","Paracoccus"
"cor15384",-0.0706789348596163,0.705560452754972,"Lachnospiraceae_UCG-004","Sphingomonas"
"cor15385",-0.0647703334300409,0.729214871535539,"Lachnospiraceae_UCG-004","Succinivibrio"
"cor15386",-0.0654773534790898,0.72637100663021,"Lachnospiraceae_UCG-004","Achromobacter"
"cor15387",-0.0775965986413723,0.678206450604921,"Lachnospiraceae_UCG-004","Parasutterella"
"cor15388",-0.130658655536307,0.483556512971088,"Lachnospiraceae_UCG-004","Sutterella"
"cor15389",0.381663090883066,0.0341218549133312,"Lachnospiraceae_UCG-004","Citrobacter"
"cor15390",-0.0546699490461461,0.770210787006166,"Lachnospiraceae_UCG-004","Enterobacter"
"cor15391",0.265237260797726,0.149283347075527,"Lachnospiraceae_UCG-004","Escherichia/Shigella"
"cor15392",-0.0213158358737707,0.909382749752278,"Lachnospiraceae_UCG-004","Klebsiella"
"cor15393",0.0386297555683763,0.836541310357345,"Lachnospiraceae_UCG-004","Raoultella"
"cor15394",0.938998146467001,5.62106295741636e-15,"Lachnospiraceae_UCG-004","Salmonella"
"cor15395",NA,NA,"Lachnospiraceae_UCG-004","Proteus"
"cor15396",-0.0660814042144128,0.723944142666193,"Lachnospiraceae_UCG-004","Haemophilus"
"cor15397",-0.0647035934195857,0.729483504637104,"Lachnospiraceae_UCG-004","Pseudomonas"
"cor15398",-0.0635837525155663,0.733995609736,"Lachnospiraceae_UCG-004","Stenotrophomonas"
"cor15399",-0.0808213087781418,0.665588706058708,"Lachnospiraceae_UCG-004","Cloacibacillus"
"cor15488",1,0,"Lachnospiraceae_UCG-010","Lachnospiraceae_UCG-010"
"cor15489",0.118733207570541,0.524666547003945,"Lachnospiraceae_UCG-010","Lachnospiraceae_XPB1014_group"
"cor15490",-0.160786770250692,0.387546033221134,"Lachnospiraceae_UCG-010","Lactonifactor"
"cor15491",0.202545264867628,0.27450065817041,"Lachnospiraceae_UCG-010","Marvinbryantia"
"cor15492",0.118298638518173,0.526195940695304,"Lachnospiraceae_UCG-010","Moryella"
"cor15493",0.158144392862569,0.395496084155636,"Lachnospiraceae_UCG-010","Roseburia"
"cor15494",0.0657417006482427,0.725308630711843,"Lachnospiraceae_UCG-010","Sellimonas"
"cor15495",0.23859539628484,0.19614429095642,"Lachnospiraceae_UCG-010","Shuttleworthia"
"cor15496",0.404459657217518,0.0240203036970535,"Lachnospiraceae_UCG-010","Tuzzerella"
"cor15497",0.254507291727843,0.167069881135171,"Lachnospiraceae_UCG-010","Tyzzerella"
"cor15498",-0.0966106185653545,0.605147463297102,"Lachnospiraceae_UCG-010","UC5-1-2E3"
"cor15499",-0.0464199929418473,0.804159120221768,"Lachnospiraceae_UCG-010","Monoglobus"
"cor15500",0.526773700944168,0.00233062035147842,"Lachnospiraceae_UCG-010","Butyricicoccus"
"cor15501",0.331372335781994,0.0686032608937973,"Lachnospiraceae_UCG-010","UCG-008"
"cor15502",-0.118325657508897,0.526100788973673,"Lachnospiraceae_UCG-010","UCG-009"
"cor15503",-0.017575426279311,0.925234998226412,"Lachnospiraceae_UCG-010","Acetanaerobacterium"
"cor15504",0.244559465752432,0.184862007814722,"Lachnospiraceae_UCG-010","Ethanoligenens"
"cor15505",0.0982360507848262,0.599059799000028,"Lachnospiraceae_UCG-010","Colidextribacter"
"cor15506",0.0455518152487596,0.807753240234154,"Lachnospiraceae_UCG-010","Flavonifractor"
"cor15507",0.0292400103894239,0.87591918332311,"Lachnospiraceae_UCG-010","Intestinimonas"
