pathway,A1,A2,A13,A14,A15,A17,A18,A19,A20,A21,A22,A23,A3,A24,A26,A28,A29,A30,A32,A37,A39,A42,A47,A4,A49,MWR072,MWR101,MWR102,MWR065,MWR091,MWR098,MWR084,MWR095,MWR063,A5,MWR080,MWR094,MWR115,MWR111,MWR092,MWR097,MWR073,MWR107,MWR112,MWR078,A6,MWR104,MWR070,MWR113,MWR082,MWR088,MWR118,MWR067,MWR108,MWR085,MWR090,A7,MWR077,MWR089,MWR068,MWR069,MWR106,MWR100,MWR081,A8,A9,A10
PWY-7199,212604.8532,276154.0141,209626.8216,172126.1316,235377.5051,162578.033,176653.8926,219735.182,318670.0971,173497.3432,290492.2686,2143.8033,239859.1059,41161.4345,7366.8916,13712.3679,14037.3162,26093.2308,11651.5609,51494.5909,58209.553,97288.133,145748.3266,357567.5983,229248.085,36470.1822,50553.6846,66856.6752,41470.4411,62477.7341,39835.8057,27755.4037,47031.4809,36126.5302,239608.7187,49350.2584,39853.0843,39422.1289,41735.3344,63143.4505,35875.7195,34701.9718,60404.9019,33892.6764,35925.6564,232522.8744,56544.9905,22568.6823,45996.539,38169.3868,42430.3012,74849.9808,30220.0433,32269.3408,24901.1106,48974.6308,240243.0262,59039.2283,34062.3311,41612.9447,37286.4508,44999.8303,27127.2936,27716.5605,200617.5785,159632.6008,196606.2084
PWY-7200,122916.4084,80578.2761,146734.5408,121845.7633,149071.2097,121465.4956,111908.2433,137554.0514,224394.1575,124017.4378,148782.7681,874.9333,104341.4212,10806.4748,3899.8634,9908.8481,5508.6054,14047.175,7044.2979,35869.5998,40890.0288,79611.3499,87251.4002,235028.2963,106035.5923,31258.8812,43348.871,54876.4797,11591.5049,44875.9772,29505.1997,19252.598,40325.5412,14160.0983,136014.4874,39552.3197,23386.6394,24627.32,19530.958,49668.1008,26647.1796,28931.1156,34689.9438,20924.4475,24180.4634,107988.5282,34685.9747,18635.4109,14436.6492,31313.0179,31256.4157,47618.5614,24286.3859,18366.6312,14697.1634,35588.1129,158583.6202,44000.3093,18688.0935,25912.2408,34506.22,21177.377,5984.4229,18204.022,128633.7319,97235.9961,106378.6737
PWY-7208,412451.4001,523769.553,413413.0091,339339.7306,419192.1301,302311.4011,347262.377,320034.8656,435171.7844,384624.3447,485395.712,5520.7671,465921.508,101914.3927,12725.6861,30561.385,26421.4918,50366.742,24438.0704,107426.277,96029.0037,180867.2034,269274.1831,625701.5754,402328.2715,62345.2862,95447.7518,99326.5566,82542.284,91542.6472,85919.5131,50538.0622,72898.5778,67356.139,395547.6826,79465.2868,61995.6765,67348.0102,86608.385,91414.3422,68221.3782,75463.5071,107277.6675,68635.8996,58955.2497,410651.3139,100236.4926,42427.237,86840.2631,72532.4512,70324.2388,100050.9827,79107.7072,78655.031,59803.6016,79034.3883,355023.518,99733.7423,52736.1889,83502.4091,66932.2139,78921.3475,61370.9129,44617.5069,281183.955,342148.7277,345631.5908
PWY-7210,111002.1798,73592.1461,89597.508,34983.6487,61522.7478,43144.1325,80224.5668,61442.2619,63968.7525,115733.2957,101502.4443,958.724,97242.1256,10949.9229,2883.3627,4795.8923,4875.5134,7347.5133,5505.596,17420.7906,18952.0499,24720.1374,48405.8015,158291.611,86168.489,8266.1147,14952.2041,9436.7478,6496.5521,16951.1172,21837.4031,6313.5869,7046.553,10581.4139,72964.5253,10825.9564,7347.375,19507.175,13408.7222,7445.4442,8586.0067,8325.8105,15280.9821,17892.5281,9168.1144,55771.2563,12595.186,2641.6095,10061.2148,11079.8007,10376.0251,11081.9036,5121.7567,16290.1683,5892.1547,14991.2383,54434.7927,5905.9527,6341.0106,6475.3702,6108.7162,16131.5071,4914.5689,5658.4763,52734.6489,82854.3642,79646.7843
PWY-7211,139395.2594,85573.6373,136880.8498,110465.0623,99405.7113,113553.6618,115126.795,120341.969,107748.8249,156420.3499,143703.177,1077.6108,119836.215,11774.6672,3968.1972,7609.4031,5938.3079,11415.3738,7543.049,27957.0014,30150.8879,43938.302,74278.6238,230636.6728,110665.6076,18260.8177,24204.3002,17084.2223,9682.275,27421.9708,31804.9457,11919.233,39331.8526,14139.382,117665.7023,35078.0474,20399.0474,27773.1822,18722.1592,20805.0045,18372.9548,16636.565,24666.3605,23768.1812,15030.5539,84863.9042,22545.2552,17160.1936,13629.4065,20391.2142,26022.6922,30872.65,28407.763,20537.527,9791.4861,32585.4515,88400.5604,10179.6145,10438.1468,18282.8645,13746.5539,21594.0973,5923.5524,14843.3648,84978.8521,110662.3882,110714.6789
PWY-7219,412429.7521,529676.3479,394892.5525,335396.3451,411132.1955,305303.6883,344675.3496,326646.8342,447920.5831,349639.7791,491293.6895,5229.2075,468120.2152,100448.4766,12886.1341,29892.4136,27409.1592,50298.5202,24267.4323,107048.8251,98122.2115,183795.7252,266684.1637,624326.7553,404077.3299,63894.7286,94438.5827,98943.7117,83354.0745,93932.1342,82724.9152,50240.8958,74213.8701,68346.0051,417440.7206,80969.812,62626.3853,70474.2025,85468.508,92040.5599,68529.2742,75911.1981,107193.9369,67659.2862,61015.4539,404922.9781,99452.121,41398.1548,87401.0736,74666.2455,70386.2669,101874.9003,76184.5754,78530.8758,58147.5506,79243.623,376265.5275,100302.1258,51590.2526,83271.1274,66260.6546,80231.3594,60295.868,43673.8826,285443.7796,338571.3119,375747.517
PWY-7220,514752.7429,673503.9289,502870.7799,326425.72,445653.8688,303648.0782,390702.0829,349992.1019,425419.4488,606652.9398,547433.7706,9874.3387,670242.762,111443.5883,16641.7982,31773.557,36308.3121,55321.3073,26962.0247,113952.0753,112976.6196,237680.6015,325404.8021,811426.665,539261.8356,72505.763,76725.635,134522.8916,103784.9368,132221.4699,97657.3181,53308.1991,81243.6157,73129.8687,391244.0681,102055.5534,61030.0437,83192.9096,85565.1735,93213.3808,66517.97,69027.7678,127504.8192,77839.8287,61976.2133,556292.874,113079.4851,41784.9075,77613.7559,68079.4272,77451.7437,119312.3056,70159.5489,88524.8572,54329.003,83425.2902,544444.4018,97770.9444,71841.1236,74467.8499,67768.4596,77330.6355,70904.762,49327.8766,405680.0391,423263.1812,490884.2041
PWY-7221,365948.5519,479459.6039,356682.4893,297092.2187,361412.9787,275331.1967,313336.6326,296560.6176,386751.512,328010.8677,430598.9065,4865.7507,429393.2881,88934.6307,11318.9896,26442.9198,24431.3164,44475.5886,21368.7737,98288.5836,88182.5736,171050.3618,240314.1402,565969.3038,362838.5562,58838.7617,83513.6622,95325.5988,71332.9387,89208.9262,76703.1396,44589.0279,67118.6883,60738.9227,364089.3972,72123.3557,55832.1298,64600.8171,75647.2864,82385.7105,61607.2746,68096.6203,94365.1404,61093.5598,53818.3487,356181.7728,88502.1438,38713.5695,74889.0949,66215.1066,65258.3145,93050.8111,66734.3489,69964.6238,51215.7155,70256.4489,339238.2404,86975.6873,46774.1888,72185.704,63527.2244,69793.6323,53014.8658,39314.3587,267998.3837,304407.0226,334358.064
PWY-7222,514752.7429,673503.9289,502870.7799,326425.72,445653.8688,303648.0782,390702.0829,349992.1019,425419.4488,606652.9398,547433.7706,9874.3387,670242.762,111443.5883,16641.7982,31773.557,36308.3121,55321.3073,26962.0247,113952.0753,112976.6196,237680.6015,325404.8021,811426.665,539261.8356,72505.763,76725.635,134522.8916,103784.9368,132221.4699,97657.3181,53308.1991,81243.6157,73129.8687,391244.0681,102055.5534,61030.0437,83192.9096,85565.1735,93213.3808,66517.97,69027.7678,127504.8192,77839.8287,61976.2133,556292.874,113079.4851,41784.9075,77613.7559,68079.4272,77451.7437,119312.3056,70159.5489,88524.8572,54329.003,83425.2902,544444.4018,97770.9444,71841.1236,74467.8499,67768.4596,77330.6355,70904.762,49327.8766,405680.0391,423263.1812,490884.2041
PWY-7228,138554.9324,79314.5355,179278.4088,139963.473,169632.2501,141300.7753,133172.5471,171658.6073,315377.5403,170545.5476,158417.1965,999.411,116690.6684,10446.3941,4269.3767,11660.4514,5695.9161,14819.9541,8050.4475,43308.4422,49900.0175,105537.6842,96102.7362,277289.6581,111235.14,41733.5299,55588.848,69811.2585,11342.9363,59222.7836,38307.3779,21561.1191,53088.1022,14208.9103,158279.3619,47074.8838,25181.8968,31201.5493,20111.8309,62093.9374,31140.4577,35023.7616,37027.0492,24591.8762,28674.5948,107558.5285,38107.8685,21910.5226,13657.0932,38597.3371,39271.0353,71222.2111,30439.5505,20316.7304,16120.2064,46105.0632,182989.0919,52140.1192,19886.5766,27641.9424,50185.0474,21876.4291,5561.2362,20679.1579,155125.7461,114964.4169,119961.0841
PWY-7229,443359.0602,575570.759,425946.5418,335560.6369,422196.5303,305734.7821,360578.0225,335882.0073,445997.4662,409959.9528,511973.6993,6204.4037,522332.7935,105032.5369,13856.0293,30748.1902,29995.664,52328.2282,25229.8115,110380.6925,102567.9015,198236.7542,284646.7428,679009.1295,440797.9466,66593.2663,89430.7294,109254.1762,91272.6378,104428.2361,88027.481,51491.6473,77528.5477,71185.4657,413346.8832,87474.9032,63091.4794,74905.497,86505.8506,93232.7334,68333.1774,74416.1537,113555.5874,71289.6367,62303.202,446085.1527,103891.223,41841.7789,86047.924,73280.7014,72742.939,108256.5958,74678.3697,82581.332,57531.2518,81027.3997,419483.3001,99725.2367,57256.5918,81650.1733,67132.0796,80578.4472,63897.2454,45732.7655,317321.7522,361731.566,406774.7868
PWY-7234,38233.3551,4016.666,23019.4647,11532.0833,5132.3889,70420.7792,51559.334,8529.9645,8321.3187,130957.6708,17880.1754,702.841,1470.6351,1163.3703,1202.0998,924.8635,655.6723,1954.858,997.792,2886.4092,4150.8897,4285.8981,3925.7989,39641.2918,16391.0971,6973.7839,3089.986,32349.5387,1580.8801,10998.7843,8520.5927,1407.8686,22484.282,5315.7207,13243.1247,25716.5869,10336.7811,1043.7157,8416.9161,2629.1905,7856.4756,5920.8764,3309.9626,2192.5139,4591.0231,19045.7408,6368.6089,14651.7664,5341.3886,5175.1581,3792.3317,2341.1959,3301.1523,4629.2627,6348.3512,2165.6163,2240.2631,2820.3037,10543.9707,6898.5442,1857.8816,3865.1674,1717.4655,5533.8173,11896.4276,27874.2782,31041.941
PWY-7237,112127.51,429925.72,279880.33,69541.17,70745.83,75817.5,205447.17,159860.58,123643.79,594447.08,158514.14,9901,503927.75,26615.83,5709.83,8247.83,16263.67,10544.83,10924.25,36287,17800.09,42936.17,84605.75,230014.75,78218.83,9056.16,23026.83,18921.13,8678.83,41088.67,54591.92,8341.58,21978.5,23000.83,155237.32,25525.75,21828.77,42972.92,33216.42,11102.84,14290,12663.17,20821.5,31022,19023.58,72912.17,25090.17,4361.96,16121.67,32302.92,17396.95,7847.83,8818.57,27792.34,6458.33,25701.75,190454.63,8557.5,18223.58,20560.08,5515.58,16743.71,33519.5,9369.58,119395,188885.92,166271.17
PWY-7242,163866.8317,384349.7364,280152.1248,189074.9098,151927.1507,156222.2167,215201.6959,253518.6492,124856.0165,298796.3015,263168.0198,4375.7714,347071.0756,39615.6028,8256.3877,15676.1087,16275.93,22375.1809,13006.5363,58934.1143,62017.1475,125199.1619,144237.7827,335262.8246,229508.6538,42423.8789,49852.7321,58172.7693,15732.6824,71905.0491,54600.4717,23151.0815,59349.165,37391.1618,233034.5307,47392.7148,42490.4417,45103.1799,41448.1917,44084.6726,33398.8749,29017.0576,51056.5465,38473.0032,42182.8967,153300.9128,55912.8214,21587.0421,32788.3785,40501.9685,47837.1636,77344.1051,35378.7687,29198.6397,19423.6441,46450.1908,253388.5579,30392.3641,26152.8448,35012.593,36890.3853,36358.449,27293.1831,31100.2167,202294.1982,198400.9053,243656.4484
PWY-7254,6689.1991,6832.0644,8643.0676,5897.041,14308.8253,8516.6363,16231.234,18089.2694,30764.9483,145095.453,6822.0066,1251.2828,16586.3253,828.3469,572.3558,447.3577,367.8458,999.0098,931.8134,973.6955,1661.0249,2939.0937,6139.8122,21475.776,21586.7246,5163.7242,3659.0497,2796.0641,1105.9632,10237.1706,4829.7045,911.1433,20937.739,2277.8973,18135.5787,13368.8766,1803.0979,1261.5325,2791.7058,2664.1092,1343.7964,1449.4885,1389.3772,260.1863,3063.4174,5076.0011,1785.9142,9262.273,5742.252,2442.0503,1289.9141,20305.003,4455.6807,5242.9915,2291.6293,6370.2096,15139.3704,1008.147,969.1905,934.4331,16829.0721,1287.4534,4281.4738,818.6283,8635.2908,16387.6793,57599.142
PWY-7255,0,0,43.9138,0,0,0,0,0,0,933.7443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7315,143354.4542,210591.922,122234.7369,37551.4077,52979.9372,42399.2988,105520.4883,69365.8056,64102.0217,207428.9769,141939.8589,3657.8822,228732.1036,35739.7608,3603.0405,4912.6445,9364.3093,8135.8911,7126.1192,19822.4298,20519.0134,29243.1145,55125.6299,174929.1087,152989.5595,8884.4961,15991.3676,6948.7912,6779.3516,20317.5351,29555.97,5553.5565,18231.7087,18591.3444,85628.9657,26548.4965,8116.1252,26410.3935,19493.8171,6219.1947,7689.8464,7128.7934,17452.0645,28602.5547,12229.2763,80438.3817,15838.1402,2586.6496,13634.3699,10422.4755,11865.9774,9001.7215,5048.8209,23098.7963,6056.6175,16739.8437,73920.5529,4099.09,6408.3179,7351.6537,4962.1997,19419.6421,12325.4991,5126.934,51817.3678,116051.0574,120768.7281
PWY-7323,120685.8533,164325.3411,160048.7075,143529.347,209437.2776,157825.0475,169400.6157,213003.8444,295182.6061,150489.0434,143808.1248,1417.9025,139919.9565,20333.6428,5711.0393,10625.7459,7255.608,15346.9087,8723.9467,39567.9063,49303.3674,101964.3842,104105.6304,339567.7037,134019.3578,35855.3858,36184.0013,59520.1891,51988.2003,65756.551,38060.0398,20680.1512,51318.0549,14052.3151,155787.6183,42055.56,33405.8967,34821.285,27733.9719,57896.9644,34730.5034,32102.3838,36784.0784,25745.7899,26282.7827,117182.6519,40017.0173,19015.5562,9604.5779,40321.4046,47337.9478,82706.9896,30160.1522,18468.7583,18957.403,41515.6105,201571.7263,57271.7236,25982.1172,32317.8884,38753.2712,27613.0357,7175.3698,27121.8451,159991.5051,127650.0872,130568.3336
PWY-7328,14870.6151,13505.8622,39454.4229,31040.6285,14792.6506,25416.4321,32240.4047,61482.1928,4513.378,75305.1924,28959.0831,98.961,7910.5376,964.3796,1741.3257,2261.1359,388.2544,2449.033,1538.7994,1321.1304,11761.0917,31404.7829,35932.5635,27337.3399,13234.7354,15739.0565,9222.573,19833.0923,175.0243,16238.1123,13039.4664,1470.682,27261.6887,4319.5213,50584.0383,19190.1268,10591.7783,11093.8366,4829.1121,5279.434,7176.8371,13454.8668,5771.5953,7849.0772,11251.5058,15321.2594,8820.3458,12769.8024,514.652,14937.9835,10091.1755,7551.3298,6623.7017,3835.4562,1144.5549,5376.3107,45494.4476,2599.5862,4879.7178,6797.1695,3925.5917,11451.8019,82.8037,4669.8946,63550.43,23075.7986,57731.1232
PWY-7332,99676.7495,94165.973,90888.9418,12924.0249,89948.1039,19340.0433,34602.4542,83861.8763,76185.7533,86951.6452,29660.6709,268.9763,37055.4159,13301.7345,3350.3289,2131.2574,1433.8059,2174.105,2845.2957,4586.866,5518.2821,33435.9514,12344.5751,37075.84,91649.5307,13337.6024,22406.9165,2942.4607,7145.232,5295.521,5780.546,4453.6077,8893.6295,19509.4075,10999.9482,17493.944,5750.8761,4443.6598,12374.2886,8577.9381,11962.9883,16890.8834,16347.3468,6266.4968,14740.2127,16268.4738,6278.6227,6898.4368,1421.6102,14797.1218,4135.6065,2565.7795,4858.4325,9115.91,649.8604,2278.2447,115591.0223,4610.1797,5348.3236,19899.6517,262.8401,20956.6793,5056.4169,1156.037,4315.1182,56618.3517,100211.2886
PWY-7347,0,0,0,0,0,0,0,0,0,38.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7371,1803,5473.2053,7583.4408,32625.8367,2371.6766,251.5893,14835.1587,12861.9944,236.5,8227.9706,636.1444,12,5920.1665,788.2324,90.8066,1315.0664,63,718.6257,153.4429,802,3244.6234,2692.9755,3341.6685,55118.9728,1427.9981,141.7289,542,306.6638,209.2822,662.784,69,549,271.3905,235.5,738.8467,39,46.0394,1290,1755.1791,1730.1608,2401.1117,1088.0105,4851.5182,637.3278,37.5,6762.7737,1178.3246,871,522,1720.4563,2325.5,1213.8304,9630.1587,144.1605,221.1835,1840.769,197,1241.2485,349.632,2403.9618,1167.4135,728.0259,14.5,2985.6452,7018.53,5499.8247,827
PWY-7374,1779.7592,5486.7022,7411.6167,27541.3267,1680.225,210.0642,11905.6511,12858.7954,148.2025,8223.5789,629.9989,12,5885.3963,767.3406,57.411,954.2288,42,654.8924,142.1414,802,3189.7365,2658.2777,3245.8498,54396.243,1425.5928,137.5553,535.0696,246.866,207.2594,666.9522,69,538.2958,246.5476,234.0874,696.3296,0,46.8303,1287.1909,1624.8452,1665.0136,2304.8012,951.0537,1463.8863,637.594,29.2553,6748.8212,1033.7117,747.8528,522,1672.0109,2311.9832,1198.8251,9149.865,127.1338,215.2831,120.1064,197,518.8262,290.6784,2350.3003,0,424.3197,4.1429,2890.6609,6895.9907,5423.1232,637.1879
PWY-7376,87.9672,0,266.1353,21.6568,0,262.0489,0,56.2941,0,29310.0336,43.6241,39.0455,100.1533,0,0,0,0,0,71.3454,0,68.6705,0,0,261.7666,144.2503,0,0,0,0,0,0,0,0,0,42.7834,0,0,0,0,0,0,0,0,0,0,107.0751,0,0,0,0,0,0,57.135,0,0,0,32.0918,0,0,0,0,0,0,0,0,0,0
PWY-7377,12409.2332,21683.4373,10493.8163,24228.8658,66541.7346,38354.4429,7726.887,2446.9802,4029.4514,18040.6378,39312.0828,983.5237,4490.3064,715.7598,510.4909,1300.4502,881.5101,4072.8898,1245.7003,10104.0569,13852.841,4954.7603,8364.0368,22089.823,2427.8355,2978.1192,10677.6582,8290.792,8135.4409,3125.8291,1681.8665,5378.796,3388.639,4729.9423,28462.7852,14958.7689,3028.2879,332.0394,10821.4352,2262.7165,3545.0476,9538.9334,10900.2965,2965.3951,528.3875,1222.0735,908.4503,1661.472,15720.633,2619.3874,170.5679,8494.8969,3159.9896,15289.6937,3003.5262,7885.5502,3625.1353,14167.6076,4023.5909,2602.993,8708.8078,400.8175,13137.5915,1219.1862,13387.3821,29328.3228,34833.4296
PWY-7391,0,0,0,0,0,11.9566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-7392,88687.4384,164459.7922,127494.8724,23405.7027,97009.32,44993.3448,99265.1489,75832.6194,61843.4083,208833.6499,54562.4775,3104.4171,178279.1561,12644.1887,2698.8182,4525.8339,6306.1975,7736.5777,6750.9732,14238.7981,8509.4576,17908.6252,41336.6288,111556.9448,70690.0349,11641.7436,10395.1983,32137.6423,2764.836,27076.4839,27015.7127,11826.1686,32315.501,9669.0044,50660.5841,34024.9164,3367.2816,13613.7413,23001.6084,8215.4237,9281.1212,10253.2343,11141.7529,8453.3576,12496.7859,26444.9416,13798.9745,13801.9094,12398.8067,12725.4551,6274.6967,32044.0417,10010.7741,12834.3852,14994.2913,12595.3019,58596.3144,22559.3872,11171.1576,24037.4679,23804.3491,4842.9662,18467.5958,5685.8076,39007.7669,100492.2448,62262.5578
PWY-7400,307967.2881,452096.1456,318535.1353,235633.4836,239935.7917,213322.7986,270984.681,219992.8532,162979.6025,322579.397,342980.0172,4941.6604,416716.273,76441.5254,8828.6239,21949.5924,20748.1607,34069.4267,19057.0571,72430.5479,67673.2436,127900.0018,182225.2306,452042.0825,261343.6958,44791.2803,70654.3736,47995.2604,25487.5966,56225.2665,66324.9956,31658.4925,54510.7541,51556.2746,303676.7821,54938.7908,41827.816,55230.7861,67942.1213,39218.872,48477.5117,54719.4911,75409.057,49847.9765,44484.5731,195412.2999,73475.7199,25512.5941,65921.9647,52483.2544,44055.6884,52274.6201,56683.1809,62825.5112,41134.2871,48739.8967,220837.3267,48955.3296,24716.3775,56376.8907,34918.0441,55225.2326,48686.3016,26678.2948,166553.8462,275078.246,274146.9496
PWY-7431,94.3554,21.8466,77.6113,161.2805,231.724,73.545,124.2872,1172.5022,117.9334,45764.8324,141.8291,11.9925,77.746,7.7864,0,17.0913,0,15.4737,30.9296,0,21.8122,22.6897,22.3458,415.6208,3295.813,0,130.4491,5.9531,0,51.7861,0,21.3277,0,0,136.7634,0,0,5.9128,46.7192,28.4722,0,528.9376,35.1355,0,3.996,142.515,5.9851,345.5763,0,21.8519,8.8557,0,66.745,0,1.6977,0,43.8637,11.8497,0,77.1257,79.9212,0,0,0,11.9496,142.2351,4016.6926
PWY-7446,1028.2502,45.7073,2893.8954,9.75,6.227,1921.3413,817.6405,423.3746,1801.1237,18.1181,182.5087,0,8.8317,8.1455,14.25,26.9259,11.2026,24.0349,32.5621,0,9.25,8.6557,0,15.6649,0,1764.75,72.3317,99.2162,4.7845,3193.1974,3.4555,11,355.664,171.2326,707.5879,3935.79,14.75,0,377.7667,8.5,91.3684,497.4209,700.5,5.1525,1034.232,1.322,609.7727,75.25,7.7241,658.7218,3.875,482.25,95,0,3.63,127.25,90.0115,174.25,54.25,154.25,31.25,12.88,11.25,20.75,674.472,1720.0077,38.2124
PWY-7456,51368.0699,73896.0156,91325.4322,94029.2117,100996.3967,101257.1741,97545.7291,153421.0455,12642.3291,60700.815,89144.2913,76.9747,40941.4345,5971.083,3214.0004,7111.0284,2304.0718,9588.9673,4199.1643,17298.2636,34351.9143,51551.6163,77805.5256,104595.6082,72102.322,26977.6363,23178.8337,35608.8021,14523.4703,40987.3837,22528.8186,11137.9565,31276.7852,8490.9609,99518.26,12513.3046,24442.8313,22329.6898,16483.1493,33592.3658,23230.1328,18298.0084,20365.8174,15849.6371,19712.1542,42040.0894,22161.3304,15500.8914,4304.5413,28056.4522,28872.2747,55470.0334,15286.3723,4319.4566,9093.6107,29717.7366,94505.5343,19387.1782,15440.1404,18370.6512,22178.0085,19385.9575,6445.6755,16422.723,118988.8786,65970.1007,84439.521
PWY-7527,0,0,0,0,102.2177,20.8819,0,0,0,39.5883,14.1129,0,29.055,19.8743,10.1437,0,16.0563,15.4639,64.8826,0,25.7594,0,102.7862,0,0,24.6069,0,0,0,570.6554,0,0,259.2896,0,9.9392,0,110.4199,0,0,0,0,3.6555,3.9477,0,91.5231,0,40.4543,32.5947,0,4.9631,0,0,3.9354,0,0,0,0,0,0,0,0,0,0,0,15.9096,0,0
PWY-7539,203898.3758,224038.8085,179930.0811,170351.3032,234786.1372,149803.5782,198740.651,223634.8057,327667.3762,225337.4844,219064.0141,2441.0586,209231.0775,40708.8959,6642.687,13023.8381,13300.3722,19651.8165,12227.1226,53374.3875,60584.4251,92494.4962,110411.8765,382282.6764,151551.2932,38688.7951,48277.8192,60016.1465,51479.0434,64239.2662,41804.2062,20886.0205,49207.8875,27558.348,267536.7827,38576.8988,32992.8897,46140.7516,36815.6446,58112.3666,32847.0341,30776.9846,43303.7019,35924.4389,33899.6661,137937.4975,41277.8402,20981.756,22491.447,40310.713,43130.7926,80526.4745,33733.9146,31853.6026,23916.9866,47322.6161,199667.6777,58380.1614,27574.2445,31088.356,42102.1697,39389.9348,18609.4888,28068.4508,185463.769,161796.5117,201691.0657
PWY-7560,344986.2864,472077.6929,347713.5317,296109.37,365425.8973,269459.5929,306217.6034,292200.1559,386411.5198,302568.8256,422428.0963,4405.7732,403059.7769,86909.3735,11057.7309,25876.1598,23291.0664,43238.7195,20533.0098,93430.9364,86525.1682,165151.2456,235995.302,548757.0765,343171.0199,57107.9174,82138.5067,80373.2568,74563.8716,81333.2994,71773.5754,43063.9368,65513.8111,58537.2621,357664.4041,70504.1655,55744.44,60793.0339,75036.8541,81464.9168,58914.0673,67692.597,92635.1995,58662.4549,52575.4989,341702.2822,87630.1975,33847.8169,76637.7444,66020.0916,62371.9846,91799.9782,66119.8881,69120.97,50005.1824,70078.424,328236.0967,87298.0837,43805.1034,70846.3666,57844.1656,68976.9562,53119.4128,38382.6266,250356.6155,294675.8207,311973.2447
PWY-7616,11.0322,0,11.1428,0,5.3333,60.2753,14.5159,0,14.3997,1572.6878,5.7857,0,4.2985,0,0,0,0,0,19.551,0,0,0,0,14.6794,0,0,0,0,0,17.0349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5909,0,0,0,0,0,0,0,0,0,0,20.4824,0,0,0,0,0,0,0,3.2727,8.3076,12.3157
PWY-7644,41.4166,10.5311,0,0,7.6337,0,11.398,7.9942,18.3545,81.0509,42.6095,0,19.423,0,17.0313,0,0,3.9494,0,0,0,0,0,55.4245,0,0,50.5786,0,0,17.5265,7.9928,0,51.688,0,79.3858,25.7905,0,13.9779,0,0,0,0,0,0,0,4.6569,251.268,0,0,66.0958,0,0,0,0,0,7.9435,0,0,0,0,0,0,0,0,0,0,0
PWY-7663,418245.2178,523926.9024,402073.818,378726.1106,423889.8814,340631.389,379788.1735,374080.8204,467603.5253,380197.6397,515791.3813,5043.0362,437915.6536,101128.5958,13667.2703,32214.3377,25979.4737,51447.5577,24141.8329,111478.6651,113865.1298,214557.0737,304544.7237,637337.9392,420262.6591,83486.202,97785.9405,111989.5908,94699.5835,108193.0411,88259.3327,55177.1175,96991.7897,68216.0908,450540.3022,93482.0214,71183.1111,79227.8968,91709.328,100789.4255,74495.8596,87528.2532,111411.5385,72794.6624,67492.4473,413992.3166,101641.7037,47676.525,89297.447,84591.6212,79198.9929,120705.5379,79128.0455,83048.0331,57928.7468,90515.2347,388418.159,109838.1069,54605.5976,87477.0311,76387.477,84253.4971,59634.7706,48253.7036,353074.0714,349240.9905,395735.7567
PWY-7664,75167.6272,16126.2657,60917.1597,187764.4472,179209.0342,101245.6869,143389.2452,211345.4321,8302.5318,143532.5258,115413.9014,150.8744,29680.9454,3977.8732,4862.0493,12790.7623,1712.2952,12115.4716,5131.7252,9414.9775,34185.9485,90310.1327,164498.7928,23770.7774,85479.9092,54940.9868,20894.355,22797.9918,90621.1588,55591.3477,22457.1804,16777.3623,71476.6799,9899.4765,189226.5626,44778.6249,31519.5148,44154.9782,12184.1186,30796.3241,14895.2551,21412.1698,31602.6454,13390.0581,32494.5176,28403.2837,17293.6775,31563.6539,1969.7735,14668.5197,41318.8867,35762.9881,15376.1309,2484.9203,4131.9065,22026.8188,44119.624,53619.6484,11211.5085,31752.8144,13719.884,14534.6612,1917.8965,30864.9901,254854.9851,47444.4885,171313.6209
PWY-841,195920.5272,129135.5946,238309.4833,188389.3062,229832.2053,184573.0685,183836.5967,219782.8067,364849.2569,226381.4458,225481.8323,1589.6893,176312.8564,17495.1145,6072.293,15925.9575,8812.9321,21502.7697,11426.3296,58131.7527,63721.9247,130150.7303,134338.8916,369388.0703,163785.3509,49337.8924,67206.6942,79996.422,18648.0726,71065.0861,50259.3164,28717.603,60594.2538,21932.553,216726.8042,57199.6213,34402.0778,41418.419,30611.9745,72604.3992,40884.6422,45688.029,52106.2996,34244.5692,37551.4409,158875.4496,52600.0243,27055.2817,21929.725,49114.0542,48839.7099,83225.9425,41225.2421,30295.7161,23728.8168,56832.9127,238352.4,66277.0127,27510.3674,39258.6984,54951.6292,32313.8214,9433.7865,27219.0469,195117.3339,162871.3873,171342.6274
