asv,A1,A2,A13,A14,A15,A17,A18,A19,A20,A21,A22,A23,A3,A24,A26,A28,A29,A30,A32,A37,A39,A42,A47,A4,A49,MWR072,MWR101,MWR102,MWR065,MWR091,MWR098,MWR084,MWR095,MWR063,A5,MWR080,MWR094,MWR115,MWR111,MWR092,MWR097,MWR073,MWR107,MWR112,MWR078,A6,MWR104,MWR070,MWR113,MWR082,MWR088,MWR118,MWR067,MWR108,MWR085,MWR090,A7,MWR077,MWR089,MWR068,MWR069,MWR106,MWR100,MWR081,A8,A9,A10
Bacteria.Firmicutes.Bacilli.Lactobacillales.NA.NA.NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Lactococcus.NA,3539,99,188,0,2,53,20,51,2,532,240,9,7,4,10,6,12,8,39,12,0,41,9,2,0,0,66,94,18,2,4,0,5,16,106,13,22,57,636,55,4,372,65,94,75,193,12,0,27,4,14,0,0,0,0,0,2,5,0,0,0,4,0,5,16,68,1886
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Lactococcus.piscium,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.NA.NA,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus.henryi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus.massiliensis,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus.mutans,106,0,0,0,0,152,10,20,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,8,0,10,0,0,0,4,48,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,74,13,0,0,0,0,0,0,0,0,3,8,0,8,0,0,0,0,261
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus.NA,19983,127,8955,109,307,6019,2653,302,2970,1276,263,4,482,269,105,225,88,596,145,0,150,46,312,927,1368,222,202,5176,128,179,1392,32,788,414,9819,61,90,155,2267,112,4496,1342,482,443,520,209,640,15,3486,1389,38,54,5,88,3445,48,1221,31,901,451,48,1607,476,329,134,7617,7885
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus.salivarius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,78,0,0,0,247,1067
Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus.sobrinus,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.NA.NA.NA.NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,14,0,0,0,0,0,0,0,0,0,0,10,0,2,0,24,2,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.RF39.NA.NA.NA,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Staphylococcales.Gemellaceae.Gemella.morbillorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Bacilli.Staphylococcales.Gemellaceae.Gemella.NA,122,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Bacteria.Firmicutes.Bacilli.Staphylococcales.Gemellaceae.Gemella.sanguinis,269,0,51,0,0,0,4,0,3,6,14,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,4,0,11,0,0,2,0,0,0,0,0,12,0,8,0,0,0,0,0,5,0,0,69,0
Bacteria.Firmicutes.Bacilli.Staphylococcales.Staphylococcaceae.Staphylococcus.NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,92
Bacteria.Firmicutes.Clostridia.Christensenellales.Christensenellaceae.Christensenella.massiliensis,144,0,19,0,35,0,0,38,0,0,0,0,215,45,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,46,0,0,9,0,0,4,0,0,12,0,0,24,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Bacteria.Firmicutes.Clostridia.Christensenellales.Christensenellaceae.Christensenella.minuta,0,0,0,0,0,0,0,0,2,774,2,0,0,0,0,4,0,0,9,0,0,27,13,73,0,13,0,5,0,24,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,41,0,3,0,0,13,0,0,8,16,0,0,0,0,18,0,0,0,0,0,147,0
Bacteria.Firmicutes.Clostridia.Christensenellales.Christensenellaceae.Christensenella.NA,0,0,490,17,9,0,73,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0,7,12,0,0,24,0,0,0,0,0,0,0,17,0,0,0,0,0,7,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,0
Bacteria.Firmicutes.Clostridia.Christensenellales.Christensenellaceae.Christensenellaceae_R-7_group.NA,8591,6378,2606,17690,16001,30728,9760,795,32,20,19,0,100,2662,203,1961,145,1384,502,170,2081,1894,1003,3819,0,2424,0,1374,2048,1134,0,764,2814,0,607,97,586,1859,1119,535,6541,5686,6735,1134,205,2930,2297,944,0,5364,621,154,4830,1707,678,0,169,4165,408,3147,0,316,0,1564,37,3089,90
Bacteria.Firmicutes.Clostridia.Christensenellales.Christensenellaceae.NA.NA,42,259,126,160,127,116,213,59,25,192,32,0,497,88,9,37,0,19,50,16,40,45,99,271,14,43,140,7,29,18,12,12,255,26,0,118,37,0,139,29,230,60,44,270,62,8,58,16,31,211,31,46,21,37,24,4,59,24,5,61,0,307,8,20,83,179,88
Bacteria.Firmicutes.Clostridia.Clostridia_or.Gracilibacteraceae.NA.NA,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Clostridia_or.Hungateiclostridiaceae.Fastidiosipila.NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Clostridia_or.Hungateiclostridiaceae.NA.NA,0,0,0,18,67,54,41,0,0,0,0,0,0,0,4,0,0,5,0,0,0,8,0,152,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,2,2,0,162,0,0,11,0,0,0,0,0,0,24,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Clostridia_or.Hungateiclostridiaceae.Ruminiclostridium.NA,0,0,0,72,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,79,0,0,0,0,0,0,10,0,0,0,0,32,0,0,0,0,0,0,215,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Clostridia_UCG-014.NA.NA.NA,94,36,464,12171,1563,8,1380,331,134,72,5,0,121,164,150,1497,81,202,441,386,192,385,9500,4,504,1046,2,1703,1992,0,6090,2863,6231,5,2,2,187,450,0,4,513,0,740,25,0,7073,6724,964,1077,1595,0,0,11365,669,1443,0,58,3927,3,36,3,0,392,1204,67,594,153
Bacteria.Firmicutes.Clostridia.Clostridia_vadinBB60_group.NA.NA.NA,0,104,0,299,49,14,203,34,4,0,0,0,0,0,4,22,0,66,0,0,14,11,28,218,190,31,0,0,7,10,0,0,45,0,0,0,0,0,10,0,54,40,24,3,0,0,0,0,0,126,0,0,120,0,0,0,0,151,0,57,0,33,0,0,8,0,0
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium_sensu_stricto_1.butyricum,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium_sensu_stricto_1.disporicum,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium_sensu_stricto_1.NA,0,666,166,1812,7091,1718,118,199,36,93,909,0,107,47,0,17,3,76,0,141,573,123,0,249,0,49,44,8,6,46,0,101,136,5,4,69,57,0,327,26,17,377,12,0,7,18,36,4,250,82,0,422,124,733,115,0,19,523,11,251,0,0,953,5,458,457,33
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium_sensu_stricto_1.neonatale,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium_sensu_stricto_1.paraputrificum,0,0,0,105,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium_sensu_stricto_1.quinii,0,593,0,0,3751,1018,0,0,0,0,0,0,0,0,0,27,0,82,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,306,0,0,83,0
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium_sensu_stricto_1.tertium,0,0,0,0,0,0,44,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,20,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium_sensu_stricto_13.subterminale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium_sensu_stricto_2.NA,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium_sensu_stricto_3.NA,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium_sensu_stricto_6.bornimense,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.NA.NA,0,0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Eubacteriales.Anaerofustaceae.Anaerofustis.NA,0,88,0,38,40,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,7,0,0,0,8,24,4,5,0,0,0,6,0,0,47,0,0,0,0,5,7,3,0,0,98,13,0,0,0,0,0,4,0,0,0,9,8,0,3,0,0,39,0,64,0,144
Bacteria.Firmicutes.Clostridia.Eubacteriales.Anaerofustaceae.Anaerofustis.stercorihominis,27,0,0,0,0,85,13,32,163,291,20,2,36,24,5,0,0,0,0,9,0,0,0,111,0,5,0,0,0,9,36,0,9,16,0,0,7,0,30,7,3,0,3,10,21,0,0,0,0,0,6,0,0,19,6,0,0,0,0,9,0,12,0,0,0,127,0
Bacteria.Firmicutes.Clostridia.Eubacteriales.Eubacteriaceae.Eubacterium.limosum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Eubacteriales.Eubacteriaceae.Eubacterium.NA,0,0,0,0,61,0,15,0,0,392,8,0,145,0,0,2,0,3,0,0,0,16,0,0,186,0,0,0,2,0,7,0,0,4,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,58,0,0,0,0,12,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Eubacteriales.Eubacteriales_fa.Alkalibaculum.NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Defluviitaleaceae.Defluviitaleaceae_UCG-011.NA,0,24,0,153,39,121,90,69,1201,22,4,0,0,17,0,11,0,22,0,14,34,18,15,118,0,46,0,0,0,9,0,6,18,0,0,8,39,0,62,19,5,59,11,6,31,31,11,0,0,78,30,0,67,66,13,0,21,19,0,34,0,38,0,12,110,11,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.A2.NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Acetitomaculum.NA,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Agathobacter.NA,6719,58670,14391,6722,9451,2845,22340,14173,184,1146,58301,256,49299,6195,217,396,2575,2309,1178,5749,2821,5071,11480,3266,0,636,7020,537,1200,435,1245,1122,434,6557,69527,2794,4825,6132,3338,1595,1093,773,4780,1693,5374,3160,3054,1670,14831,519,1113,976,651,1569,1030,4899,4225,1071,489,2352,173,5821,828,205,12207,13611,5211
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Anaerosporobacter.NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Anaerostignum.NA,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Anaerostipes.butyraticus,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Anaerostipes.caccae,0,0,0,0,0,59,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,75,30
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Anaerostipes.hadrus,4038,11911,3914,4075,1296,329,10150,3177,20904,14839,10215,290,14276,1097,321,303,1569,564,887,1200,1254,2665,4562,10518,0,1068,209,782,685,2478,1156,221,855,2533,23983,426,528,4683,707,399,781,540,1996,745,2095,8873,1381,104,847,4924,300,413,168,1156,119,435,17953,397,530,1495,166,1328,1910,593,11647,3363,27820
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Anaerostipes.NA,0,2944,190,849,870,23,0,418,0,0,1650,0,0,0,0,178,197,25,54,128,93,159,560,0,0,309,0,52,236,0,193,0,39,611,123,469,0,133,0,22,152,43,100,0,0,837,0,0,0,0,47,0,36,133,26,95,6571,78,908,0,0,881,110,261,0,51,40
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.ASF356.NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Blautia.glucerasea,0,163,274,0,0,0,69,0,0,119,0,0,9214,0,0,0,42,0,0,0,0,0,0,75,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,154,0,0,177,997
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Blautia.hydrogenotrophica,155,132,110,0,0,0,56,25,1496,2433,59,0,106,109,11,37,8,0,0,72,0,0,0,437,0,90,211,0,0,0,6,0,5,0,0,153,61,0,148,0,0,19,0,0,88,11,0,0,0,0,6,0,0,29,0,0,77,0,0,0,0,0,0,0,37,327,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Blautia.massiliensis,4234,32380,5967,1418,3860,37,5837,6269,4074,52642,7598,876,7229,1362,265,482,707,452,374,2523,663,2108,5880,16604,0,176,1132,406,230,1897,2734,401,53,1086,4636,412,143,1247,2020,403,332,305,772,1102,714,2513,1016,129,978,1139,595,0,285,2258,312,1197,8359,205,563,775,168,227,1915,293,3935,5623,52
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Blautia.NA,64447,35190,31455,5505,16514,4602,23344,14679,10579,18628,36116,401,70665,14815,1021,1054,2666,1854,2412,3219,5212,3980,10382,22699,55227,582,2480,1497,2215,2064,8211,1304,490,4711,26799,2329,1880,9612,2324,965,760,1249,2926,10308,2130,19928,2241,443,3428,1612,2186,2639,639,3039,1557,3634,7114,990,1195,715,1257,8635,1358,954,13019,41682,41831
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Blautia.obeum,10562,1391,1152,2672,435,7417,10560,1080,697,2537,8924,331,124,903,255,166,546,714,164,741,848,438,4333,35623,0,1155,440,314,469,1127,108,145,387,76,329,0,0,826,2241,350,1338,573,1800,151,45,277,456,34,873,271,193,214,324,5094,153,85,741,143,217,334,0,347,0,391,640,277,28
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.CAG-56.NA,0,0,0,0,0,0,318,0,0,0,413,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Catenibacillus.NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.CHKCI001.NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Coprococcus.comes,952,0,423,940,689,0,908,446,0,0,4207,0,0,1040,152,46,243,143,90,440,771,205,1199,915,0,318,1622,27,68,166,0,91,39,0,3896,0,0,387,691,0,21,0,282,0,207,2272,843,53,220,0,74,0,161,0,390,0,3121,105,178,142,53,111,534,54,51,2083,507
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Coprococcus.eutactus,5,0,0,3897,0,0,0,0,0,0,0,0,0,0,0,360,15,367,0,1108,329,914,0,0,0,157,0,38,0,0,0,14,0,0,0,0,0,0,38,0,66,0,335,0,0,0,549,181,0,218,0,0,0,0,284,0,0,497,0,0,0,0,0,159,0,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Coprococcus.NA,178,0,8,0,5271,0,2224,0,0,0,0,0,0,0,58,75,7,53,4,0,929,0,967,167,0,34,0,0,0,0,0,639,11,0,0,0,176,0,0,42,296,346,67,8,0,0,222,0,104,51,0,0,743,9,211,0,0,1262,0,0,0,0,0,118,0,333,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Dorea.formicigenerans,2708,5088,2309,320,545,0,1072,225,393,97,0,0,5477,127,26,67,239,131,19,1009,324,680,593,3097,0,119,0,34,123,152,21,88,34,361,2936,41,74,326,289,134,100,89,483,326,537,304,286,24,125,77,170,0,104,984,209,1017,589,120,101,203,217,413,113,89,1129,1136,1603
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Dorea.longicatena,5556,8,3776,5357,2819,9,1536,2092,1123,3459,4022,41,10333,3290,95,517,228,877,239,3014,615,1077,2147,20138,0,1061,397,222,313,478,535,399,75,849,13622,0,0,0,911,458,81,1014,1319,699,2403,7,1530,112,385,517,655,0,279,1669,390,1128,1964,453,230,1343,231,993,0,165,3097,3173,25
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Dorea.NA,885,0,945,111,258,0,910,0,0,3667,0,0,14479,648,26,39,20,26,40,130,125,0,103,3229,0,144,0,0,41,301,25,60,0,0,1293,0,99,0,74,20,0,60,195,92,76,0,32,0,0,0,59,0,23,0,0,0,156,17,20,31,77,126,0,0,509,407,652
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Eisenbergiella.massiliensis,0,0,0,0,0,174,0,0,661,720,0,0,122,0,0,0,0,0,0,0,0,0,0,0,1301,0,0,0,0,0,138,0,0,10,0,0,160,0,0,20,0,0,0,166,0,0,0,0,0,0,0,0,0,25,0,6,0,0,0,0,0,133,0,0,0,530,26
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Eisenbergiella.NA,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,55,1649,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Eisenbergiella.tayi,49,55,0,30,0,841,0,1559,697,99,12,0,53,0,0,28,0,19,0,0,0,257,43,605,44,124,0,0,0,75,0,0,92,0,17,34,0,41,118,0,13,50,6,0,15,22,134,0,18,62,0,57,0,0,0,0,0,0,0,0,0,32,0,0,0,193,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Epulopiscium.NA,0,28,0,3,0,0,14,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
