"","R","P","microbe1","microbe2"
"cor13215",0.0642762903682792,0.787759228289598,"Lachnospiraceae_UCG-001","Monoglobus"
"cor13216",0.25176141383338,0.28426728950258,"Lachnospiraceae_UCG-001","Butyricicoccus"
"cor13217",0.985820703833117,2.09026977330157e-15,"Lachnospiraceae_UCG-001","UCG-008"
"cor13218",-0.112341125281931,0.637246032126395,"Lachnospiraceae_UCG-001","UCG-009"
"cor13219",-0.25280996254946,0.2821988204879,"Lachnospiraceae_UCG-001","Acetanaerobacterium"
"cor13220",-0.0906460585777922,0.703898485260214,"Lachnospiraceae_UCG-001","Colidextribacter"
"cor13221",-0.219236521871954,0.353048424417533,"Lachnospiraceae_UCG-001","Flavonifractor"
"cor13222",0.367313645214225,0.111119608475422,"Lachnospiraceae_UCG-001","Intestinimonas"
"cor13223",-0.101497782686573,0.670262837688595,"Lachnospiraceae_UCG-001","NK4A214_group"
"cor13224",-0.145775967567735,0.53971582082091,"Lachnospiraceae_UCG-001","Oscillibacter"
"cor13225",-0.124333253469247,0.601484815611698,"Lachnospiraceae_UCG-001","Oscillospira"
"cor13226",-0.0913672797616366,0.701645695331339,"Lachnospiraceae_UCG-001","Pseudoflavonifractor"
"cor13227",-0.0884413225148925,0.710799817974512,"Lachnospiraceae_UCG-001","UCG-002"
"cor13228",-0.0702949761705291,0.768382788514351,"Lachnospiraceae_UCG-001","UCG-003"
"cor13229",-0.0790950807537742,0.740291240097944,"Lachnospiraceae_UCG-001","UCG-005"
"cor13230",-0.0778469638376531,0.744257144178378,"Lachnospiraceae_UCG-001","Hydrogenoanaerobacterium"
"cor13231",0.379708451747171,0.0986796908527646,"Lachnospiraceae_UCG-001","Anaerofilum"
"cor13232",-0.188822641529656,0.425289221175787,"Lachnospiraceae_UCG-001","Anaerotruncus"
"cor13233",-0.0175880323107744,0.941331278221798,"Lachnospiraceae_UCG-001","Angelakisella"
"cor13234",-0.036143233210339,0.87975606933561,"Lachnospiraceae_UCG-001","CAG-352"
"cor13235",-0.140944364812192,0.553376882987314,"Lachnospiraceae_UCG-001","Candidatus_Soleaferrea"
"cor13236",-0.0267477399148197,0.910873568640601,"Lachnospiraceae_UCG-001","Caproiciproducens"
"cor13237",-0.117146122674167,0.6228186455499,"Lachnospiraceae_UCG-001","DTU089"
"cor13238",0.412116692509219,0.070981966427688,"Lachnospiraceae_UCG-001","Faecalibacterium"
"cor13239",0.807065609100464,1.70538588068942e-05,"Lachnospiraceae_UCG-001","Fournierella"
"cor13240",-0.154350525089744,0.51585907647889,"Lachnospiraceae_UCG-001","Incertae_Sedis"
"cor13241",0.307066785231627,0.187869524401092,"Lachnospiraceae_UCG-001","Negativibacillus"
"cor13242",-0.144255794678733,0.543997326339629,"Lachnospiraceae_UCG-001","Paludicola"
"cor13243",-0.138044401545783,0.56164992875936,"Lachnospiraceae_UCG-001","Phocea"
"cor13244",-0.147697826229009,0.53432515701123,"Lachnospiraceae_UCG-001","Pygmaiobacter"
"cor13245",-0.00871104894443948,0.970924304239342,"Lachnospiraceae_UCG-001","Ruminococcus"
"cor13246",0.00205324677140588,0.993145373369875,"Lachnospiraceae_UCG-001","Subdoligranulum"
"cor13247",-0.246032098609841,0.295734529245557,"Lachnospiraceae_UCG-001","UBA1819"
"cor13248",-0.0890458810702039,0.708905226991928,"Lachnospiraceae_UCG-001","Peptococcus"
"cor13249",-0.168839591199431,0.476719363974284,"Lachnospiraceae_UCG-001","Family_XIII_AD3011_group"
"cor13250",0.609400367634373,0.00433965704218933,"Lachnospiraceae_UCG-001","Family_XIII_UCG-001"
"cor13251",-0.150953621546166,0.525250004898473,"Lachnospiraceae_UCG-001","Intestinibacter"
"cor13252",-0.042989358646675,0.857185851041014,"Lachnospiraceae_UCG-001","Romboutsia"
"cor13253",0.0213439651218584,0.92883028505092,"Lachnospiraceae_UCG-001","Terrisporobacter"
"cor13254",-0.083926765931837,0.724998713419713,"Lachnospiraceae_UCG-001","Anaerococcus"
"cor13255",-0.0803745612901455,0.736232216628697,"Lachnospiraceae_UCG-001","Acidaminococcus"
"cor13256",0.356480502123762,0.122885520335754,"Lachnospiraceae_UCG-001","Phascolarctobacterium"
"cor13257",NA,NA,"Lachnospiraceae_UCG-001","Succiniclasticum"
"cor13258",NA,NA,"Lachnospiraceae_UCG-001","Megamonas"
"cor13259",NA,NA,"Lachnospiraceae_UCG-001","Mitsuokella"
"cor13260",0.868710788516711,6.76894031918824e-07,"Lachnospiraceae_UCG-001","Allisonella"
"cor13261",-0.14201818918002,0.55032738004957,"Lachnospiraceae_UCG-001","Dialister"
"cor13262",-0.106769130946847,0.654134802460325,"Lachnospiraceae_UCG-001","Megasphaera"
"cor13263",0.00217563529424304,0.992736797519724,"Lachnospiraceae_UCG-001","Veillonella"
"cor13264",-0.0809951258026733,0.73426595085812,"Lachnospiraceae_UCG-001","Fusobacterium"
"cor13265",-0.136958203446547,0.564762642093015,"Lachnospiraceae_UCG-001","TM7x"
"cor13266",NA,NA,"Lachnospiraceae_UCG-001","Succinivibrio"
"cor13267",0.680232556028016,0.000965850868765806,"Lachnospiraceae_UCG-001","Ralstonia"
"cor13268",NA,NA,"Lachnospiraceae_UCG-001","Comamonas"
"cor13269",0.0776414673136168,0.744910709069099,"Lachnospiraceae_UCG-001","Oxalobacter"
"cor13270",-0.106536709391108,0.654842874067462,"Lachnospiraceae_UCG-001","Parasutterella"
"cor13271",0.497185357824555,0.0257244986918492,"Lachnospiraceae_UCG-001","Sutterella"
"cor13272",NA,NA,"Lachnospiraceae_UCG-001","Citrobacter"
"cor13273",NA,NA,"Lachnospiraceae_UCG-001","Enterobacter"
"cor13274",-0.106709413627417,0.65431670398316,"Lachnospiraceae_UCG-001","Escherichia/Shigella"
"cor13275",NA,NA,"Lachnospiraceae_UCG-001","Klebsiella"
"cor13276",0.386488142652715,0.0923215298880376,"Lachnospiraceae_UCG-001","Haemophilus"
"cor13277",-0.0778469638376531,0.744257144178378,"Lachnospiraceae_UCG-001","Pseudomonas"
"cor13278",NA,NA,"Lachnospiraceae_UCG-001","Cloacibacillus"
"cor13279",-0.216345031960923,0.359592274680958,"Lachnospiraceae_UCG-001","Akkermansia"
"cor13363",1,2.43353200219516e-142,"Lachnospiraceae_UCG-002","Lachnospiraceae_UCG-002"
"cor13364",-0.0548431450912664,0.818367075965256,"Lachnospiraceae_UCG-002","Lachnospiraceae_UCG-003"
"cor13365",-0.115773267874678,0.626927559232926,"Lachnospiraceae_UCG-002","Lachnospiraceae_UCG-004"
"cor13366",0.808689693812144,1.59052100686209e-05,"Lachnospiraceae_UCG-002","Lachnospiraceae_UCG-010"
"cor13367",-0.113246200257379,0.634518649120962,"Lachnospiraceae_UCG-002","Lactonifactor"
"cor13368",0.0134844836418444,0.955004269639916,"Lachnospiraceae_UCG-002","Marvinbryantia"
"cor13369",-0.00535928366954345,0.98210956007104,"Lachnospiraceae_UCG-002","Roseburia"
"cor13370",-0.0799394224467117,0.737611902072964,"Lachnospiraceae_UCG-002","Sellimonas"
"cor13371",-0.117994998636478,0.620283335167832,"Lachnospiraceae_UCG-002","Shuttleworthia"
"cor13372",-0.12044256315847,0.612996405784563,"Lachnospiraceae_UCG-002","Tuzzerella"
"cor13373",-0.0588469544770559,0.805342265438462,"Lachnospiraceae_UCG-002","Tyzzerella"
"cor13374",0.281601797005791,0.229052916247995,"Lachnospiraceae_UCG-002","UC5-1-2E3"
"cor13375",-0.191508783849641,0.418610331237505,"Lachnospiraceae_UCG-002","Monoglobus"
"cor13376",-0.166500037971477,0.482936710677952,"Lachnospiraceae_UCG-002","Butyricicoccus"
"cor13377",-0.0248702594443532,0.917108144291053,"Lachnospiraceae_UCG-002","UCG-008"
"cor13378",-0.0791442636915412,0.740135089214685,"Lachnospiraceae_UCG-002","UCG-009"
"cor13379",-0.0501989205452591,0.833532606824434,"Lachnospiraceae_UCG-002","Acetanaerobacterium"
"cor13380",0.2719401811074,0.246102460960692,"Lachnospiraceae_UCG-002","Colidextribacter"
"cor13381",-0.1482210341539,0.532861914504494,"Lachnospiraceae_UCG-002","Flavonifractor"
"cor13382",0.260111821600371,0.268053816374805,"Lachnospiraceae_UCG-002","Intestinimonas"
"cor13383",-0.0719806498702586,0.762979062056662,"Lachnospiraceae_UCG-002","NK4A214_group"
"cor13384",-0.131360851848134,0.580921828150174,"Lachnospiraceae_UCG-002","Oscillibacter"
"cor13385",-0.0875927116939787,0.713461984984875,"Lachnospiraceae_UCG-002","Oscillospira"
"cor13386",-0.0643682005506566,0.787462399026494,"Lachnospiraceae_UCG-002","Pseudoflavonifractor"
"cor13387",0.0415524742241788,0.861914696842863,"Lachnospiraceae_UCG-002","UCG-002"
"cor13388",-0.0957828368232067,0.687906174112997,"Lachnospiraceae_UCG-002","UCG-003"
"cor13389",0.100317482543693,0.673893461043116,"Lachnospiraceae_UCG-002","UCG-005"
"cor13390",-0.0548431450912664,0.818367075965256,"Lachnospiraceae_UCG-002","Hydrogenoanaerobacterium"
"cor13391",0.139930598534572,0.556262753072035,"Lachnospiraceae_UCG-002","Anaerofilum"
"cor13392",0.0240981052518557,0.91967362046455,"Lachnospiraceae_UCG-002","Anaerotruncus"
"cor13393",-0.0651970165087552,0.784786968721768,"Lachnospiraceae_UCG-002","Angelakisella"
"cor13394",-0.0548431450912664,0.818367075965256,"Lachnospiraceae_UCG-002","CAG-352"
"cor13395",-0.173922066969294,0.463352081511876,"Lachnospiraceae_UCG-002","Candidatus_Soleaferrea"
"cor13396",-0.0694506795025947,0.771093219384887,"Lachnospiraceae_UCG-002","Caproiciproducens"
"cor13397",-0.0636062178804408,0.78992411530522,"Lachnospiraceae_UCG-002","DTU089"
"cor13398",-0.172962337864298,0.465861513866598,"Lachnospiraceae_UCG-002","Faecalibacterium"
"cor13399",-0.0360235335058877,0.880151539765702,"Lachnospiraceae_UCG-002","Fournierella"
"cor13400",0.0467843465852972,0.844719292490712,"Lachnospiraceae_UCG-002","Incertae_Sedis"
"cor13401",0.0768870784644983,0.747311417352447,"Lachnospiraceae_UCG-002","Negativibacillus"
"cor13402",0.0309867850392333,0.896815878128086,"Lachnospiraceae_UCG-002","Paludicola"
"cor13403",-0.138155203434312,0.561332830890439,"Lachnospiraceae_UCG-002","Phocea"
"cor13404",-0.129559759275899,0.586163148277617,"Lachnospiraceae_UCG-002","Pygmaiobacter"
"cor13405",0.164894085063328,0.487227682659775,"Lachnospiraceae_UCG-002","Ruminococcus"
"cor13406",-0.0671169506257293,0.778598358813104,"Lachnospiraceae_UCG-002","Subdoligranulum"
"cor13407",0.07946486698197,0.739117446059711,"Lachnospiraceae_UCG-002","UBA1819"
"cor13408",-0.0799801058998581,0.737482875098635,"Lachnospiraceae_UCG-002","Peptococcus"
"cor13409",0.058638485452101,0.806019250901656,"Lachnospiraceae_UCG-002","Family_XIII_AD3011_group"
"cor13410",0.0826135389139596,0.729145503808862,"Lachnospiraceae_UCG-002","Family_XIII_UCG-001"
"cor13411",-0.0790700035658184,0.740370861413959,"Lachnospiraceae_UCG-002","Intestinibacter"
"cor13412",0.843836283259271,2.93308537571441e-06,"Lachnospiraceae_UCG-002","Romboutsia"
"cor13413",-0.0978550658778644,0.681490204418703,"Lachnospiraceae_UCG-002","Terrisporobacter"
"cor13414",-0.0787968618830509,0.741238264281082,"Lachnospiraceae_UCG-002","Anaerococcus"
"cor13415",-0.0566238361675227,0.812568433622306,"Lachnospiraceae_UCG-002","Acidaminococcus"
"cor13416",0.0418333768446982,0.860989873936814,"Lachnospiraceae_UCG-002","Phascolarctobacterium"
"cor13417",NA,NA,"Lachnospiraceae_UCG-002","Succiniclasticum"
"cor13418",NA,NA,"Lachnospiraceae_UCG-002","Megamonas"
"cor13419",NA,NA,"Lachnospiraceae_UCG-002","Mitsuokella"
"cor13420",-0.038428579837998,0.872210976488348,"Lachnospiraceae_UCG-002","Allisonella"
"cor13421",-0.11225086749013,0.637518265058404,"Lachnospiraceae_UCG-002","Dialister"
"cor13422",-0.0752265803510461,0.752603528166773,"Lachnospiraceae_UCG-002","Megasphaera"
"cor13423",-0.102504331076394,0.667172224626153,"Lachnospiraceae_UCG-002","Veillonella"
"cor13424",-0.0572068033488973,0.810672083105759,"Lachnospiraceae_UCG-002","Fusobacterium"
"cor13425",-0.100963625068611,0.671905049632707,"Lachnospiraceae_UCG-002","TM7x"
"cor13426",NA,NA,"Lachnospiraceae_UCG-002","Succinivibrio"
"cor13427",-0.156026747572036,0.511254603870337,"Lachnospiraceae_UCG-002","Ralstonia"
"cor13428",NA,NA,"Lachnospiraceae_UCG-002","Comamonas"
"cor13429",-0.0563917266516104,0.813323749563365,"Lachnospiraceae_UCG-002","Oxalobacter"
"cor13430",-0.128194588993365,0.590149197223093,"Lachnospiraceae_UCG-002","Parasutterella"
"cor13431",-0.0820986561818838,0.730773339644446,"Lachnospiraceae_UCG-002","Sutterella"
"cor13432",NA,NA,"Lachnospiraceae_UCG-002","Citrobacter"
"cor13433",NA,NA,"Lachnospiraceae_UCG-002","Enterobacter"
"cor13434",-0.0819842078671884,0.731135326414541,"Lachnospiraceae_UCG-002","Escherichia/Shigella"
"cor13435",NA,NA,"Lachnospiraceae_UCG-002","Klebsiella"
"cor13436",-0.0767961706815883,0.747600866977827,"Lachnospiraceae_UCG-002","Haemophilus"
"cor13437",-0.0548431450912664,0.818367075965256,"Lachnospiraceae_UCG-002","Pseudomonas"
"cor13438",NA,NA,"Lachnospiraceae_UCG-002","Cloacibacillus"
"cor13439",-0.176918298789882,0.455562247327175,"Lachnospiraceae_UCG-002","Akkermansia"
"cor13524",1,0,"Lachnospiraceae_UCG-003","Lachnospiraceae_UCG-003"
"cor13525",-0.111104676400319,0.640979251195678,"Lachnospiraceae_UCG-003","Lachnospiraceae_UCG-004"
"cor13526",-0.0772788228740937,0.74606447933271,"Lachnospiraceae_UCG-003","Lachnospiraceae_UCG-010"
"cor13527",-0.108679513536595,0.648325647419939,"Lachnospiraceae_UCG-003","Lactonifactor"
"cor13528",0.523821749703226,0.0177613521253309,"Lachnospiraceae_UCG-003","Marvinbryantia"
"cor13529",-0.0751372938739846,0.752888393321358,"Lachnospiraceae_UCG-003","Roseburia"
"cor13530",-0.07671584145128,0.747856661649381,"Lachnospiraceae_UCG-003","Sellimonas"
"cor13531",-0.113236815208094,0.634546907163354,"Lachnospiraceae_UCG-003","Shuttleworthia"
"cor13532",0.0517782009741451,0.828368899899514,"Lachnospiraceae_UCG-003","Tuzzerella"
"cor13533",-0.0564739335283777,0.813056219020241,"Lachnospiraceae_UCG-003","Tyzzerella"
"cor13534",-0.0843438060504391,0.723683355987702,"Lachnospiraceae_UCG-003","UC5-1-2E3"
"cor13535",0.420475930412287,0.0648931334187945,"Lachnospiraceae_UCG-003","Monoglobus"
"cor13536",0.345582210264042,0.135592930644171,"Lachnospiraceae_UCG-003","Butyricicoccus"
"cor13537",-0.0643205093956117,0.787616416857777,"Lachnospiraceae_UCG-003","UCG-008"
"cor13538",-0.0759527477095042,0.75028786481122,"Lachnospiraceae_UCG-003","UCG-009"
"cor13539",-0.195574634112586,0.408609116639401,"Lachnospiraceae_UCG-003","Acetanaerobacterium"
"cor13540",-0.150095944819899,0.527633666194125,"Lachnospiraceae_UCG-003","Colidextribacter"
"cor13541",-0.180767342686792,0.445654940855811,"Lachnospiraceae_UCG-003","Flavonifractor"
"cor13542",-0.0499605762618,0.834312486671024,"Lachnospiraceae_UCG-003","Intestinimonas"
"cor13543",-0.110642115828042,0.642378005601946,"Lachnospiraceae_UCG-003","NK4A214_group"
"cor13544",-0.11705454087984,0.623092414984629,"Lachnospiraceae_UCG-003","Oscillibacter"
"cor13545",-0.0840605095324824,0.724576800979501,"Lachnospiraceae_UCG-003","Oscillospira"
"cor13546",-0.0617725337112626,0.795855965537362,"Lachnospiraceae_UCG-003","Pseudoflavonifractor"
"cor13547",0.133732785368473,0.574050091995358,"Lachnospiraceae_UCG-003","UCG-002"
"cor13548",-0.0919203654289749,0.699919710607565,"Lachnospiraceae_UCG-003","UCG-003"
"cor13549",-0.0815667462707288,0.732456172386958,"Lachnospiraceae_UCG-003","UCG-005"
"cor13550",-0.0526315789473684,0.825581450455932,"Lachnospiraceae_UCG-003","Hydrogenoanaerobacterium"
"cor13551",0.0714969190571302,0.76452867932632,"Lachnospiraceae_UCG-003","Anaerofilum"
"cor13552",-0.103650593003753,0.663658896878923,"Lachnospiraceae_UCG-003","Anaerotruncus"
"cor13553",-0.0625679274192441,0.793281573803362,"Lachnospiraceae_UCG-003","Angelakisella"
"cor13554",-0.0526315789473684,0.825581450455932,"Lachnospiraceae_UCG-003","CAG-352"
"cor13555",0.0883713048931225,0.711019347925123,"Lachnospiraceae_UCG-003","Candidatus_Soleaferrea"
"cor13556",-0.0666500601872171,0.780102142592935,"Lachnospiraceae_UCG-003","Caproiciproducens"
"cor13557",-0.166708547277504,0.482380970741425,"Lachnospiraceae_UCG-003","DTU089"
"cor13558",-0.109346135457329,0.646303135030503,"Lachnospiraceae_UCG-003","Faecalibacterium"
"cor13559",0.408838159707299,0.0734832710304553,"Lachnospiraceae_UCG-003","Fournierella"
"cor13560",-0.178358586054788,0.451841805502803,"Lachnospiraceae_UCG-003","Incertae_Sedis"
"cor13561",-0.171896215931397,0.468657199958992,"Lachnospiraceae_UCG-003","Negativibacillus"
"cor13562",0.0568886210155663,0.811706982290974,"Lachnospiraceae_UCG-003","Paludicola"
"cor13563",-0.132584053748965,0.577373691953057,"Lachnospiraceae_UCG-003","Phocea"
"cor13564",0.145958740552649,0.539202088513288,"Lachnospiraceae_UCG-003","Pygmaiobacter"
"cor13565",0.0250140675551069,0.916630429373475,"Lachnospiraceae_UCG-003","Ruminococcus"
"cor13566",0.511427920808304,0.0211764126263426,"Lachnospiraceae_UCG-003","Subdoligranulum"
"cor13567",-0.0370458653979606,0.876774792662247,"Lachnospiraceae_UCG-003","UBA1819"
"cor13568",-0.0768692731313758,0.747368106822086,"Lachnospiraceae_UCG-003","Peptococcus"
"cor13569",0.294216928097334,0.207975506295324,"Lachnospiraceae_UCG-003","Family_XIII_AD3011_group"
"cor13570",-0.145769911140377,0.539732847860222,"Lachnospiraceae_UCG-003","Family_XIII_UCG-001"
"cor13571",-0.0620599285421958,0.79492554023442,"Lachnospiraceae_UCG-003","Intestinibacter"
"cor13572",-0.120291971814185,0.6134437500691,"Lachnospiraceae_UCG-003","Romboutsia"
"cor13573",-0.100390880431868,0.673667484369303,"Lachnospiraceae_UCG-003","Terrisporobacter"
"cor13574",-0.0756193549823076,0.75135076149314,"Lachnospiraceae_UCG-003","Anaerococcus"
"cor13575",-0.0543404631261458,0.820005667888356,"Lachnospiraceae_UCG-003","Acidaminococcus"
"cor13576",0.509499674300009,0.0217516894785557,"Lachnospiraceae_UCG-003","Phascolarctobacterium"
"cor13577",NA,NA,"Lachnospiraceae_UCG-003","Succiniclasticum"
"cor13578",NA,NA,"Lachnospiraceae_UCG-003","Megamonas"
"cor13579",NA,NA,"Lachnospiraceae_UCG-003","Mitsuokella"
"cor13580",-0.0762622464629085,0.749301532599768,"Lachnospiraceae_UCG-003","Allisonella"
"cor13581",-0.107724317859338,0.651227819210408,"Lachnospiraceae_UCG-003","Dialister"
"cor13582",-0.0721930461153866,0.762298930776457,"Lachnospiraceae_UCG-003","Megasphaera"
"cor13583",0.014713951643108,0.950906254085195,"Lachnospiraceae_UCG-003","Veillonella"
"cor13584",-0.0548999219824747,0.818182045824386,"Lachnospiraceae_UCG-003","Fusobacterium"
"cor13585",-0.0046139160403279,0.984597451990611,"Lachnospiraceae_UCG-003","TM7x"
"cor13586",NA,NA,"Lachnospiraceae_UCG-003","Succinivibrio"
"cor13587",-0.0438107954338323,0.854484561459599,"Lachnospiraceae_UCG-003","Ralstonia"
"cor13588",NA,NA,"Lachnospiraceae_UCG-003","Comamonas"
"cor13589",-0.059894582997609,0.80194220844648,"Lachnospiraceae_UCG-003","Oxalobacter"
"cor13590",-0.0313884035844471,0.895485484311522,"Lachnospiraceae_UCG-003","Parasutterella"
"cor13591",-0.0893362009771289,0.707995994041849,"Lachnospiraceae_UCG-003","Sutterella"
"cor13592",NA,NA,"Lachnospiraceae_UCG-003","Citrobacter"
"cor13593",NA,NA,"Lachnospiraceae_UCG-003","Enterobacter"
"cor13594",-0.0741138148326961,0.756155953075133,"Lachnospiraceae_UCG-003","Escherichia/Shigella"
"cor13595",NA,NA,"Lachnospiraceae_UCG-003","Klebsiella"
"cor13596",0.0913418723595324,0.701725016725496,"Lachnospiraceae_UCG-003","Haemophilus"
"cor13597",-0.0526315789473684,0.825581450455932,"Lachnospiraceae_UCG-003","Pseudomonas"
"cor13598",NA,NA,"Lachnospiraceae_UCG-003","Cloacibacillus"
"cor13599",0.239083259590162,0.310016460267834,"Lachnospiraceae_UCG-003","Akkermansia"
"cor13685",1,2.43353200219516e-142,"Lachnospiraceae_UCG-004","Lachnospiraceae_UCG-004"
"cor13686",0.116913750295308,0.623513379245112,"Lachnospiraceae_UCG-004","Lachnospiraceae_UCG-010"
"cor13687",0.0758751268279043,0.750535291039721,"Lachnospiraceae_UCG-004","Lactonifactor"
"cor13688",-0.194274221746761,0.411793644930272,"Lachnospiraceae_UCG-004","Marvinbryantia"
"cor13689",0.120049187913226,0.614165237129723,"Lachnospiraceae_UCG-004","Roseburia"
"cor13690",0.091589973908164,0.70095057594221,"Lachnospiraceae_UCG-004","Sellimonas"
"cor13691",0.423950588356698,0.0624814149091316,"Lachnospiraceae_UCG-004","Shuttleworthia"
"cor13692",0.0927169062030092,0.697436477539549,"Lachnospiraceae_UCG-004","Tuzzerella"
"cor13693",-0.119215844084748,0.616644300161447,"Lachnospiraceae_UCG-004","Tyzzerella"
"cor13694",-0.126219550324732,0.595936039515518,"Lachnospiraceae_UCG-004","UC5-1-2E3"
"cor13695",0.0566935423024394,0.812341631457073,"Lachnospiraceae_UCG-004","Monoglobus"
"cor13696",-0.226012322698313,0.337985958830013,"Lachnospiraceae_UCG-004","Butyricicoccus"
"cor13697",-0.0378667585026098,0.874064874998408,"Lachnospiraceae_UCG-004","UCG-008"
"cor13698",0.266737589352097,0.255611064205466,"Lachnospiraceae_UCG-004","UCG-009"
"cor13699",0.189294916455147,0.424110844883334,"Lachnospiraceae_UCG-004","Acetanaerobacterium"
"cor13700",-0.0684433341083955,0.774330424937401,"Lachnospiraceae_UCG-004","Colidextribacter"
"cor13701",0.0596352958938165,0.802783402800037,"Lachnospiraceae_UCG-004","Flavonifractor"
"cor13702",-0.201263776111536,0.394835795882821,"Lachnospiraceae_UCG-004","Intestinimonas"
"cor13703",-0.252680364001689,0.28245397275278,"Lachnospiraceae_UCG-004","NK4A214_group"
"cor13704",-0.0280006792943363,0.906715681743562,"Lachnospiraceae_UCG-004","Oscillibacter"
"cor13705",0.141985570405752,0.550419901070376,"Lachnospiraceae_UCG-004","Oscillospira"
"cor13706",-0.130401129999936,0.583712199066467,"Lachnospiraceae_UCG-004","Pseudoflavonifractor"
"cor13707",-0.129296928009697,0.586929680113309,"Lachnospiraceae_UCG-004","UCG-002"
"cor13708",0.0467516656971641,0.84482650211956,"Lachnospiraceae_UCG-004","UCG-003"
"cor13709",-0.203270321816191,0.390039964446187,"Lachnospiraceae_UCG-004","UCG-005"
"cor13710",-0.11110467640032,0.640979251195678,"Lachnospiraceae_UCG-004","Hydrogenoanaerobacterium"
"cor13711",-0.070081909622045,0.76906654958179,"Lachnospiraceae_UCG-004","Anaerofilum"
"cor13712",-0.203335144920359,0.389885573010983,"Lachnospiraceae_UCG-004","Anaerotruncus"
"cor13713",-0.132080197250122,0.578834096312991,"Lachnospiraceae_UCG-004","Angelakisella"
"cor13714",-0.11110467640032,0.640979251195678,"Lachnospiraceae_UCG-004","CAG-352"
"cor13715",-0.186488510383675,0.431138707351186,"Lachnospiraceae_UCG-004","Candidatus_Soleaferrea"
"cor13716",-0.140697534014089,0.554078913852419,"Lachnospiraceae_UCG-004","Caproiciproducens"
"cor13717",-0.245194805560183,0.297433722614072,"Lachnospiraceae_UCG-004","DTU089"
"cor13718",0.506266172293358,0.0227441766745271,"Lachnospiraceae_UCG-004","Faecalibacterium"
"cor13719",-0.152303434809397,0.521508824648835,"Lachnospiraceae_UCG-004","Fournierella"
"cor13720",-0.235238094930582,0.31809504277542,"Lachnospiraceae_UCG-004","Incertae_Sedis"
"cor13721",0.434623926074454,0.0554953605506745,"Lachnospiraceae_UCG-004","Negativibacillus"
"cor13722",-0.169593364312846,0.474724788421222,"Lachnospiraceae_UCG-004","Paludicola"
"cor13723",0.0482201745059491,0.840011679716508,"Lachnospiraceae_UCG-004","Phocea"
"cor13724",-0.0436147739595172,0.855129036350787,"Lachnospiraceae_UCG-004","Pygmaiobacter"
"cor13725",-0.0847502878356334,0.722402017142115,"Lachnospiraceae_UCG-004","Ruminococcus"
"cor13726",-0.164854257683629,0.487334336555569,"Lachnospiraceae_UCG-004","Subdoligranulum"
"cor13727",-0.304529396540272,0.191731683098682,"Lachnospiraceae_UCG-004","UBA1819"
"cor13728",-0.13474881759446,0.571117350136986,"Lachnospiraceae_UCG-004","Peptococcus"
"cor13729",-0.378117820779831,0.100216543201624,"Lachnospiraceae_UCG-004","Family_XIII_AD3011_group"
"cor13730",-0.313805767891434,0.177867876630182,"Lachnospiraceae_UCG-004","Family_XIII_UCG-001"
"cor13731",-0.145943291649139,0.539245503120192,"Lachnospiraceae_UCG-004","Intestinibacter"
"cor13732",0.0845971193261027,0.722884761741899,"Lachnospiraceae_UCG-004","Romboutsia"
"cor13733",-0.103958657236133,0.662715817923251,"Lachnospiraceae_UCG-004","Terrisporobacter"
"cor13734",-0.159631615333293,0.501419208161879,"Lachnospiraceae_UCG-004","Anaerococcus"
"cor13735",-0.114712111850405,0.63011083946324,"Lachnospiraceae_UCG-004","Acidaminococcus"
"cor13736",-0.0885367185876416,0.710500752907549,"Lachnospiraceae_UCG-004","Phascolarctobacterium"
"cor13737",NA,NA,"Lachnospiraceae_UCG-004","Succiniclasticum"
"cor13738",NA,NA,"Lachnospiraceae_UCG-004","Megamonas"
"cor13739",NA,NA,"Lachnospiraceae_UCG-004","Mitsuokella"
"cor13740",-0.160988752081634,0.497740335774215,"Lachnospiraceae_UCG-004","Allisonella"
"cor13741",0.0700949200103558,0.769024792671054,"Lachnospiraceae_UCG-004","Dialister"
"cor13742",-0.152398715513064,0.521245216332971,"Lachnospiraceae_UCG-004","Megasphaera"
"cor13743",-0.0444640168991055,0.852337557557251,"Lachnospiraceae_UCG-004","Veillonella"
"cor13744",-0.115893123259047,0.626568411651468,"Lachnospiraceae_UCG-004","Fusobacterium"
"cor13745",-0.204538431790951,0.387025833595055,"Lachnospiraceae_UCG-004","TM7x"
"cor13746",NA,NA,"Lachnospiraceae_UCG-004","Succinivibrio"
"cor13747",-0.267517096014526,0.254171743296426,"Lachnospiraceae_UCG-004","Ralstonia"
"cor13748",NA,NA,"Lachnospiraceae_UCG-004","Comamonas"
"cor13749",-0.126436796979547,0.595298353557465,"Lachnospiraceae_UCG-004","Oxalobacter"
"cor13750",0.681599724753744,0.000934590944143187,"Lachnospiraceae_UCG-004","Parasutterella"
"cor13751",0.186817741870388,0.430311059483658,"Lachnospiraceae_UCG-004","Sutterella"
"cor13752",NA,NA,"Lachnospiraceae_UCG-004","Citrobacter"
"cor13753",NA,NA,"Lachnospiraceae_UCG-004","Enterobacter"
"cor13754",-0.130863221462154,0.582367965733875,"Lachnospiraceae_UCG-004","Escherichia/Shigella"
"cor13755",NA,NA,"Lachnospiraceae_UCG-004","Klebsiella"
"cor13756",-0.123522736276736,0.603875575440094,"Lachnospiraceae_UCG-004","Haemophilus"
"cor13757",0.421588977573815,0.0641130739436214,"Lachnospiraceae_UCG-004","Pseudomonas"
